feature1	feature2	pair_ig_mean	pair_ig_std	pair_ig_count	f1_ig_mean	f2_ig_mean	mean_individual_ig	ig_difference_raw	ig_difference_pct	synergy
ANAGLYCOLYSIS-PWY:_glycolysis_III_(from_glucose)	GLYCOGENSYNTH-PWY:_glycogen_biosynthesis_I_(from_ADP-D-Glucose)	15.4823303222656		1	5.58511352539062	8.73385620117188	7.15948486328125	8.32284545898435	53.75705908441327	True
Abiotrophia_defectiva	Anaerotruncus_sp_CAG_528	2.314453125	0.0	3	0.505142211914062	31.8456268310547	16.175384521484382	-13.860931396484382	-598.8858122362873	False
Abiotrophia_sp_HMSC24B09	Anaerotruncus_sp_CAG_528	2.314453125	0.0	3	0.505142211914062	31.8456268310547	16.175384521484382	-13.860931396484382	-598.8858122362873	False
Acidaminococcus_fermentans	Anaerotruncus_sp_CAG_528	2.01725769042969	0.0	3	0.0	31.8456268310547	15.92281341552735	-13.90555572509766	-689.3296672541463	False
Acidaminococcus_intestini	Bacteroides_faecis_CAG_32	13.7640380859375	0.0	3	1.25700378417969	14.3539886474609	7.805496215820295	5.958541870117205	43.29065229923298	True
Acidaminococcus_sp_CAG_542	Anaerotruncus_sp_CAG_528	2.01725769042969	0.0	3	0.0	31.8456268310547	15.92281341552735	-13.90555572509766	-689.3296672541463	False
Actinobaculum_sp_oral_taxon_183	Anaerotruncus_sp_CAG_528	2.314453125	0.0	3	0.505142211914062	31.8456268310547	16.175384521484382	-13.860931396484382	-598.8858122362873	False
Actinomyces_cardiffensis	Anaerotruncus_sp_CAG_528	2.01725769042969	0.0	3	0.0	31.8456268310547	15.92281341552735	-13.90555572509766	-689.3296672541463	False
Actinomyces_graevenitzii	PWY-7111:_pyruvate_fermentation_to_isobutanol_(engineered)	22.1387481689453		1	0.879043579101562	14.5601654052734	7.719604492187481	14.419143676757816	65.1307994775603	True
Actinomyces_graevenitzii	PWY-7237:_myo-,_chiro-_and_scillo-inositol_degradation	7.28521728515625		1	0.879043579101562	1.13404846191406	1.006546020507811	6.278671264648439	86.18371997553642	True
Actinomyces_hongkongensis	Anaerotruncus_sp_CAG_528	2.01725769042969	0.0	3	0.0	31.8456268310547	15.92281341552735	-13.90555572509766	-689.3296672541463	False
Actinomyces_massiliensis	Anaerotruncus_sp_CAG_528	2.01725769042969	0.0	3	0.0	31.8456268310547	15.92281341552735	-13.90555572509766	-689.3296672541463	False
Actinomyces_naeslundii	Anaerotruncus_sp_CAG_528	2.58895874023438	0.0	3	0.884231567382812	31.8456268310547	16.364929199218757	-13.775970458984377	-532.1046737785103	False
Actinomyces_odontolyticus	GLYCOGENSYNTH-PWY:_glycogen_biosynthesis_I_(from_ADP-D-Glucose)	26.4860382080078		1	14.1380920410156	8.73385620117188	11.43597412109374	15.050064086914059	56.822632243896024	True
Actinomyces_odontolyticus	PWY-7199:_pyrimidine_deoxyribonucleosides_salvage	21.4981231689453		1	14.1380920410156	13.8218536376953	13.979972839355451	7.518150329589847	34.97119385961118	True
Actinomyces_sp_HMSC035G02	Porphyromonas_uenonis	12.7934875488281		1	11.0785980224609	1.35556030273438	6.21707916259764	6.57640838623046	51.40434428947302	True
Actinomyces_sp_ICM47	HISDEG-PWY:_L-histidine_degradation_I	14.157257080078102	0.0	3	12.14697265625	7.10626220703125	9.626617431640625	4.530639648437477	32.0022418383073	True
Actinomyces_sp_S6_Spd3	Blautia_producta	4.38731384277344		1	0.119735717773438	31.7939605712891	15.95684814453127	-11.56953430175783	-263.70427820691646	False
Actinomyces_sp_oral_taxon_180	Anaerotruncus_sp_CAG_528	2.58895874023438	0.0	3	0.884231567382812	31.8456268310547	16.364929199218757	-13.775970458984377	-532.1046737785103	False
Actinomyces_sp_oral_taxon_414	Anaerotruncus_sp_CAG_528	2.01725769042969	0.0	3	0.0	31.8456268310547	15.92281341552735	-13.90555572509766	-689.3296672541463	False
Actinomyces_sp_oral_taxon_448	Prevotella_timonensis	4.905029296875	0.0	3	2.15913391113281	2.43339538574219	2.2962646484375	2.6087646484375	53.18550594793688	True
Actinomyces_sp_oral_taxon_897	Anaerotruncus_sp_CAG_528	2.01725769042969	0.0	3	0.0	31.8456268310547	15.92281341552735	-13.90555572509766	-689.3296672541463	False
Actinomyces_turicensis	Bacteroides_faecis	6.49314880371094		1	2.60957336425781	9.50837707519531	6.058975219726561	0.43417358398437944	6.686641521849032	True
Actinomyces_viscosus	Anaerotruncus_sp_CAG_528	2.01725769042969	0.0	3	0.0	31.8456268310547	15.92281341552735	-13.90555572509766	-689.3296672541463	False
Adlercreutzia_equolifaciens	Enterorhabdus_caecimuris	42.59249114990235	1.498793183615151	2	5.35627746582031	15.07259368896483	10.21443557739257	32.37805557250978	76.01822457051567	True
Adlercreutzia_equolifaciens	ILEUSYN-PWY:_L-isoleucine_biosynthesis_I_(from_threonine)	21.5971069335938		1	5.35627746582031	12.8611297607422	9.108703613281255	12.488403320312544	57.824426941587824	True
Adlercreutzia_equolifaciens	Romboutsia_ilealis	30.0332336425781		1	5.35627746582031	25.4239044189453	15.390090942382804	14.643142700195297	48.756463837566	True
Aeriscardovia_aeriphila	Citrobacter_koseri	3.2305755615234397	0.0	3	9.78657531738281	0.847732543945312	5.317153930664062	-2.086578369140622	-64.58844033837289	False
