cohort	run	feature1	feature2	pair_ig	f1_ig	f2_ig
VogtmannE_2016	0	Acidaminococcus_intestini	Bacteroides_plebeius	9.46202850341797	0.0316238403320312	0.0
VogtmannE_2016	0	Actinomyces_cardiffensis	Fusobacterium_periodonticum	2.48439025878906	1.35565948486328	0.103866577148438
VogtmannE_2016	0	Actinomyces_graevenitzii	Firmicutes_bacterium_CAG_424	4.39012145996094	3.64861297607422	0.307037353515625
VogtmannE_2016	0	Actinomyces_graevenitzii	Lachnospiraceae_bacterium_2_1_46FAA	5.8525390625	3.64861297607422	0.692878723144531
VogtmannE_2016	0	Actinomyces_graevenitzii	Mogibacterium_pumilum	3.29523468017578	3.64861297607422	0.531929016113281
VogtmannE_2016	0	Actinomyces_graevenitzii	Neisseria_flavescens	4.47563171386719	3.64861297607422	2.26466369628906
VogtmannE_2016	0	Actinomyces_graevenitzii	Streptococcus_pseudopneumoniae	3.29523468017578	3.64861297607422	0.531929016113281
VogtmannE_2016	0	Actinomyces_graevenitzii	Streptococcus_sp_HMSC034E03	3.29523468017578	3.64861297607422	0.531929016113281
VogtmannE_2016	0	Actinomyces_oris	Gemmiger_sp_An120	1.27899169921875	0.763214111328125	0.531929016113281
VogtmannE_2016	0	Actinomyces_oris	PWY-7222:_guanosine_deoxyribonucleotides_de_novo_biosynthesis_II	5.02287292480469	0.763214111328125	4.55528259277344
VogtmannE_2016	0	Actinomyces_sp_HPA0247	Lactococcus_petauri	1.49626922607422	2.133056640625	0.531929016113281
VogtmannE_2016	0	Actinomyces_sp_HPA0247	Raoultella_ornithinolytica	1.49626922607422	2.133056640625	0.531929016113281
VogtmannE_2016	0	Actinomyces_sp_ICM47	PWY-6126:_superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_II	11.2728729248047	2.48179626464844	4.69456481933594
VogtmannE_2016	0	Actinomyces_sp_oral_taxon_181	Turicimonas_muris	4.92861175537109	0.555900573730469	0.70904541015625
VogtmannE_2016	0	Adlercreutzia_equolifaciens	Bacteroides_massiliensis	10.1025314331055	0.116020202636719	0.0277328491210938
