base	contributing	base_IG_1D	contributing_IG_1D	IG_2D_added	total_IG
Bilophila_wadsworthia	Akkermansia_muciniphila	1.50433349609375	13.2310180664062	25.57421875	27.0785522460938
Lactobacillus_mucosae	Phascolarctobacterium_succinatutens	0.0038604736328125	2.45401000976562	25.6502380371094	25.6540985107422
