base	contributing	base_IG_1D_mean	contributing_IG_1D_mean	IG_2D_added_mean	IG_2D_added_std	total_IG_mean	n_runs	ig_gain	ig_gain_pct
Bacteroides_coprocola	Bacteroides_plebeius	1.03802490234375	0.0997772216796875	26.3728637695312		27.410888671875	1	26.3728637695312	2540.6773681425248
Bacteroides_finegoldii	Bacteroides_plebeius	1.17454528808594	0.0997772216796875	29.0841979980469		30.2587432861328	1	29.0841979980469	2476.209158817795
Bacteroides_plebeius	Aeromonas_caviae	0.0997772216796875	1.91419982910156	25.2150268554688		25.3148040771484	1	25.2150268554688	25271.32589080904
Bacteroides_plebeius	Akkermansia_muciniphila	0.0997772216796875	13.2310180664062	26.0093383789062		26.1091156005859	1	26.0093383789062	26067.41091910073
Bacteroides_plebeius	Alkaliphilus_oremlandii	0.0997772216796875	8.22752380371094	24.9948577880859		25.0946350097656	1	24.9948577880859	25050.665239333193
Bacteroides_plebeius	Bacillus_cereus_group	0.0997772216796875	4.09359741210938	25.7444305419922		25.8442077636719	1	25.7444305419922	25801.911607279413
Bacteroides_plebeius	Bacteroides_coprocola	0.0997772216796875	1.03802490234375	27.3111114501953		27.410888671875	1	27.3111114501953	27372.09053372074
Bacteroides_plebeius	Bacteroides_finegoldii	0.0997772216796875	1.17454528808594	30.1589660644531		30.2587432861328	1	30.1589660644531	30226.30371616453
Bacteroides_plebeius	Bacteroides_intestinalis	0.0997772216796875	1.71318054199219	25.0068206787109		25.1065979003906	1	25.0068206787109	25062.654840189593
Bacteroides_plebeius	Bacteroides_ovatus	0.0997772216796875	0.65777587890625	25.3965911865234		25.4963684082031	1	25.3965911865234	25453.295610949648
Bacteroides_plebeius	Bifidobacterium_longum	0.0997772216796875	0.710372924804688	27.5433197021484		27.6430969238281	1	27.5433197021484	27604.81725034405
Bacteroides_plebeius	Bilophila_wadsworthia	0.0997772216796875	0.3070068359375	26.9417114257812		27.0414886474609	1	26.9417114257812	27001.865728704644
Bacteroides_plebeius	Butyricimonas_virosa	0.0997772216796875	1.94264221191406	26.0968322753906		26.1966094970703	1	26.0968322753906	26155.10016822142
Bacteroides_plebeius	Citrobacter_sp_MGH106	0.0997772216796875	6.27114868164062	25.9361267089844		26.0359039306641	1	25.9361267089844	25994.03578528829
Bacteroides_plebeius	Clostridium_aldenense	0.0997772216796875	9.46835327148438	30.5526580810547		30.6524353027344	1	30.5526580810547	30620.87475149107
Bacteroides_plebeius	Clostridium_innocuum	0.0997772216796875	6.75900268554688	31.4992370605469		31.5990142822266	1	31.4992370605469	31569.567212111968
Bacteroides_plebeius	Clostridium_symbiosum	0.0997772216796875	3.22323608398438	26.7334442138672		26.8332214355469	1	26.7334442138672	26793.133506652408
Bacteroides_plebeius	Clostridium_ventriculi	0.0997772216796875	6.27114868164062	25.9361267089844		26.0359039306641	1	25.9361267089844	25994.03578528829
Bacteroides_plebeius	Coprobacillus_cateniformis	0.0997772216796875	3.73387145996094	27.6692352294922		27.7690124511719	1	27.6692352294922	27731.013916501008
Bacteroides_plebeius	Cronobacter_sakazakii	0.0997772216796875	9.07600402832031	25.4814605712891		25.5812377929688	1	25.4814605712891	25538.35448845393
Bacteroides_plebeius	DENOVOPURINE2-PWY:_superpathway_of_purine_nucleotides_de_novo_biosynthesis_II	0.0997772216796875	1.09048461914062	25.2050933837891		25.3048706054688	1	25.2050933837891	25261.370240097913
