feature1	feature2	pair_ig_mean	pair_ig_std	pair_ig_count	f1_ig_mean	f2_ig_mean	mean_individual_ig	ig_difference_raw	ig_difference_pct	synergy
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis	PWY-7237:_myo-,_chiro-_and_scillo-inositol_degradation	8.52000427246094		1	1.71476745605469	0.519668579101562	1.1172180175781259	7.402786254882813	86.88711904535906	True
ANAGLYCOLYSIS-PWY:_glycolysis_III_(from_glucose)	PWY-6936:_seleno-amino_acid_biosynthesis	9.536415100097656	1.4908088846332792	2	2.55650329589844	1.869232177734375	2.2128677368164076	7.323547363281248	76.79560176870083	True
ASPASN-PWY:_superpathway_of_L-aspartate_and_L-asparagine_biosynthesis	SER-GLYSYN-PWY:_superpathway_of_L-serine_and_glycine_biosynthesis_I	12.762840270996094	5.616770910684577	2	2.4479064941406277	0.05989074707031275	1.2538986206054703	11.508941650390623	90.17539517865009	True
Acidaminococcus_intestini	Megamonas_funiformis_CAG_377	5.33821105957031	0.0	3	3.2404022216796897	2.27702331542969	2.75871276855469	2.5794982910156197	48.321399476911125	True
Actinomyces_cardiffensis	Clostridium_aldenense	0.748367309570312	0.0	3	-3.0517578125e-05	9.46835327148438	4.734161376953128	-3.9857940673828156	-532.5986339076367	False
Actinomyces_graevenitzii	Bacillus_cereus_group	8.50224304199219	0.0	2	1.28419494628906	4.09359741210938	2.68889617919922	5.813346862792969	68.37427293105026	True
Actinomyces_johnsonii	Lactobacillus_oris	3.5328216552734397	0.0	3	1.314208984375	2.83572387695312	2.07496643066406	1.4578552246093799	41.266029447969466	True
Actinomyces_naeslundii	Lactobacillus_fermentum	4.68185424804688	0.0	3	0.7166748046875	2.4702657063802067	1.5934702555338534	3.0883839925130268	65.96497517626486	True
Actinomyces_odontolyticus	Clostridium_neonatale	1.89114379882812	0.0	3	3.13833618164062	0.515731811523438	1.827033996582029	0.06410980224609086	3.390001452338929	True
Actinomyces_odontolyticus	PWY-2941:_L-lysine_biosynthesis_II	1.89114379882812	0.0	3	3.13833618164062	0.515731811523438	1.827033996582029	0.06410980224609086	3.390001452338929	True
Actinomyces_sp_HMSC035G02	Rothia_dentocariosa	6.68418884277344	0.0	3	0.15472412109375	0.506820678710938	0.330772399902344	6.353416442871096	95.0514204837292	True
Actinomyces_sp_ICM47	ARGININE-SYN4-PWY:_L-ornithine_de_novo__biosynthesis	8.09103393554688	0.0	2	1.92140197753906	3.375381469726565	2.6483917236328125	5.442642211914068	67.26757365338123	True
Actinomyces_sp_ICM47	PWY-5973:_cis-vaccenate_biosynthesis	8.12684631347656		1	1.92140197753906	3.4808349609375	2.70111846923828	5.425727844238281	66.76301771870502	True
Actinomyces_sp_S6_Spd3	Veillonella_rogosae	2.3387451171875		1	1.36941528320312	2.86259460449219	2.116004943847655	0.22274017333984508	9.523918262957414	True
Actinomyces_sp_oral_taxon_181	Megasphaera_micronuciformis	7.11335754394531	0.0	3	0.120437622070312	1.84429931640625	0.982368469238281	6.130989074707029	86.18980610535392	True
Actinomyces_sp_oral_taxon_448	Lactobacillus_oris	3.0655364990234397	0.0	3	0.515731811523438	2.83572387695312	1.675727844238279	1.3898086547851607	45.33655545213373	True
Adlercreutzia_equolifaciens	Bifidobacterium_breve	6.10597229003906	0.46593779356017867	2	0.479949951171875	0.2906494140625	0.3852996826171875	5.720672607421872	93.68978985958152	True
Aeriscardovia_aeriphila	Clostridium_aldenense	0.748367309570312	0.0	3	-3.0517578125e-05	9.46835327148438	4.734161376953128	-3.9857940673828156	-532.5986339076367	False
Aeromonas_veronii	OANTIGEN-PWY:_O-antigen_building_blocks_biosynthesis_(E._coli)	3.01287841796875	0.0	3	0.00018310546875	6.24317932128906	3.121681213378905	-0.10880279541015492	-3.611257419524701	False
Agathobaculum_butyriciproducens	Clostridium_bolteae	10.884948730468745	2.175894106060267	2	0.6386871337890613	2.463607788085935	1.551147460937498	9.333801269531246	85.74961169458167	True
Agathobaculum_butyriciproducens	Dialister_succinatiphilus	9.09999084472656		1	1.17454528808594	3.67906188964844	2.42680358886719	6.673187255859371	73.33180186358625	True
Aggregatibacter_segnis	ANAGLYCOLYSIS-PWY:_glycolysis_III_(from_glucose)	5.465545654296879	0.0	3	0.879470825195312	2.55650329589844	1.717987060546876	3.7475585937500036	68.56696166838829	True
Aggregatibacter_segnis	PWY-621:_sucrose_degradation_III_(sucrose_invertase)	1.59083557128906	0.0	2	0.879470825195312	0.538253784179688	0.7088623046875	0.8819732666015601	55.440881667417955	True
Aggregatibacter_segnis	PWY-7013:_L-1,2-propanediol_degradation	1.59083557128906	0.0	2	0.879470825195312	0.538253784179688	0.7088623046875	0.8819732666015601	55.440881667417955	True
Aggregatibacter_segnis	Pseudocitrobacter_faecalis	2.13534545898438	0.0	3	0.879470825195312	0.00018310546875	0.439826965332031	1.6955184936523489	79.40253819439488	True
Akkermansia_muciniphila	Agathobaculum_butyriciproducens	7.841796875		1	13.2310180664062	1.17454528808594	7.20278167724607	0.6390151977539302	8.14883639476992	True
Akkermansia_muciniphila	Bacteroides_finegoldii	21.2755432128906		1	13.2310180664062	1.17454528808594	7.20278167724607	14.072761535644531	66.14525135658116	True
Akkermansia_muciniphila	Bacteroides_sp_OM05_12	5.120900472005206	0.13279690487311724	3	9.574930826822884	0.7166748046875	5.145802815755192	-0.02490234374998579	-0.4862883761580843	False
Akkermansia_muciniphila	Bilophila_wadsworthia	21.791389465332	2.1046504220365887	2	7.746887207031225	1.699447631835935	4.72316741943358	17.06822204589842	78.32553345463499	True
Akkermansia_muciniphila	Clostridium_sp_CAG_242	3.709574381510413	0.09108313649218183	3	9.574930826822884	0.22999572753906197	4.902463277180973	-1.1928888956705603	-32.15702862345239	False
Akkermansia_muciniphila	Clostridium_sp_CAG_964	3.0414937337239603	0.019575077791430043	3	9.574930826822884	1.314208984375	5.444569905598942	-2.403076171874982	-79.00973607901176	False
