Feature1	Feature2	IG
Catenibacterium_mitsuokai	PWY-7663:_gondoate_biosynthesis_(anaerobic)	8.0068359375
Catenibacterium_mitsuokai	Turicibacter_sanguinis	11.13623046875
Catenibacterium_mitsuokai	Veillonella_rogosae	7.56011962890625
Cetobacterium_somerae	Selenomonas_sputigena	1.6317138671875
Chlamydia_ibidis	Selenomonas_sputigena	0.673095703125
Christensenella_minuta	Gardnerella_vaginalis	3.323486328125
Citrobacter_amalonaticus	Streptococcus_vestibularis	3.809814453125
Citrobacter_europaeus	PWY-6126:_superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_II	4.897216796875
Citrobacter_farmeri	Enterococcus_canis	1.96697998046875
Citrobacter_farmeri	PYRIDNUCSAL-PWY:_NAD_salvage_pathway_I	1.96697998046875
Citrobacter_freundii	PWY-6122:_5-aminoimidazole_ribonucleotide_biosynthesis_II	5.87432861328125
Citrobacter_freundii	PWY-6700:_queuosine_biosynthesis	7.241455078125
Citrobacter_freundii	PWY-7539:_6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_III_(Chlamydia)	9.21014404296875
Citrobacter_werkmanii	Helicobacter_cinaedi	2.75299072265625
Cloacibacillus_evryensis	CITRULBIO-PWY:_L-citrulline_biosynthesis	5.8458251953125
Cloacibacillus_evryensis	Citrobacter_pasteurii	3.34661865234375
Cloacibacillus_evryensis	Lactococcus_garvieae	5.05841064453125
Cloacibacillus_evryensis	PWY-4984:_urea_cycle	7.626220703125
Cloacibacillus_evryensis	PWY-5177:_glutaryl-CoA_degradation	6.076171875
Clostridioides_difficile	Clostridiales_bacterium_CHKCI006	3.15020751953125
Clostridium_aldenense	PWY-5667:_CDP-diacylglycerol_biosynthesis_I	8.90081787109375
Clostridium_asparagiforme	Anaerofilum_sp_An201	4.652099609375
Clostridium_bolteae	Veillonella_sp_CAG_933	8.42266845703125
Clostridium_cadaveris	Selenomonas_sputigena	0.673095703125
Clostridium_celatum	Lactobacillus_sanfranciscensis	3.70294189453125
Clostridium_citroniae	Bacteroides_dorei	7.488037109375
Clostridium_citroniae	PWY-4242:_pantothenate_and_coenzyme_A_biosynthesis_III	8.6806640625
Clostridium_disporicum	Fusobacterium_varium	7.3818359375
Clostridium_disporicum	PANTO-PWY:_phosphopantothenate_biosynthesis_I	6.68096923828125
Clostridium_disporicum	Ruminococcus_sp_CAG_330	5.77044677734375
Clostridium_innocuum	Abiotrophia_sp_HMSC24B09	11.4345703125
Clostridium_innocuum	Veillonella_denticariosi	4.881591796875
Clostridium_lavalense	Fusobacterium_ulcerans	5.6746826171875
Clostridium_lavalense	HOMOSER-METSYN-PWY:_L-methionine_biosynthesis_I	4.49664306640625
Clostridium_lavalense	MET-SAM-PWY:_superpathway_of_S-adenosyl-L-methionine_biosynthesis	4.94744873046875
Clostridium_lavalense	METSYN-PWY:_L-homoserine_and_L-methionine_biosynthesis	4.94744873046875
Clostridium_leptum	Eubacterium_callanderi	9.8900146484375
Clostridium_leptum	PWY-724:_superpathway_of_L-lysine,_L-threonine_and_L-methionine_biosynthesis_II	8.6146240234375
Clostridium_methylpentosum	Enterobacter_soli	1.95355224609375
Clostridium_neonatale	Campylobacter_curvus	1.55523681640625
Clostridium_neonatale	PWY-6163:_chorismate_biosynthesis_from_3-dehydroquinate	6.873779296875
Clostridium_perfringens	Actinomyces_naeslundii	5.97698974609375
Clostridium_perfringens	Allisonella_histaminiformans	8.08294677734375
Clostridium_scindens	Clostridiales_bacterium_CHKCI006	2.66607666015625
Clostridium_scindens	Turicimonas_muris	7.09912109375
Clostridium_sp_7_2_43FAA	THISYNARA-PWY:_superpathway_of_thiamin_diphosphate_biosynthesis_III_(eukaryotes)	4.850830078125
Clostridium_sp_CAG_242	Citrobacter_freundii	8.59869384765625
Clostridium_sp_CAG_242	Megamonas_funiformis_CAG_377	7.763671875
Clostridium_sp_CAG_299	Eubacterium_sp_CAG_251	4.4049072265625
Clostridium_sp_CAG_299	PWY-5667:_CDP-diacylglycerol_biosynthesis_I	8.2391357421875
Clostridium_sp_CAG_299	PWY-7219:_adenosine_ribonucleotides_de_novo_biosynthesis	4.4996337890625
Clostridium_sp_CAG_411	Selenomonas_sputigena	0.673095703125
Clostridium_sp_CAG_413	Bacteroides_finegoldii	7.087646484375
Clostridium_sp_CAG_413	Bacteroides_pectinophilus	1.49273681640625
Clostridium_sp_CAG_413	Ruminococcus_sp_CAG_563	1.49273681640625
Clostridium_sp_CAG_510	Holdemanella_biformis	2.7506103515625
Clostridium_sp_CAG_58	PWY-1042:_glycolysis_IV_(plant_cytosol)	6.84991455078125
Clostridium_sp_CAG_590	Selenomonas_sputigena	0.673095703125
Clostridium_sp_chh4_2	Pyramidobacter_sp_C12_8	2.96295166015625
Clostridium_spiroforme	Butyribacterium_methylotrophicum	4.65167236328125
Clostridium_spiroforme	Enterococcus_faecium	10.5391235351562
Clostridium_spiroforme	GLYCOLYSIS:_glycolysis_I_(from_glucose_6-phosphate)	4.23004150390625
Clostridium_spiroforme	Klebsiella_oxytoca	5.5418701171875
Clostridium_spiroforme	PWY-5484:_glycolysis_II_(from_fructose_6-phosphate)	4.23004150390625
Clostridium_symbiosum	Bacteroides_dorei	5.7310791015625
Clostridium_ventriculi	Selenomonas_sputigena	0.673095703125
Collinsella_aerofaciens	Alistipes_shahii	9.125732421875
Collinsella_stercoris	Haemophilus_paraphrohaemolyticus	3.8583984375
Collinsella_stercoris	Lactobacillus_rhamnosus	13.806640625
Coprobacillus_cateniformis	Blautia_sp_An249	7.2623291015625
Coprobacillus_cateniformis	Clostridium_sp_CAG_678	2.50177001953125
Coprobacillus_cateniformis	Lachnoclostridium_sp_An138	12.5543212890625
Coprobacter_fastidiosus	PWY-6608:_guanosine_nucleotides_degradation_III	6.34747314453125
Coprobacter_fastidiosus	SALVADEHYPOX-PWY:_adenosine_nucleotides_degradation_II	6.3077392578125
Coprococcus_catus	Blautia_producta	6.9742431640625
Coprococcus_comes	Citrobacter_youngae	8.9727783203125
Coprococcus_comes	PWY-7357:_thiamin_formation_from_pyrithiamine_and_oxythiamine_(yeast)	5.91607666015625
Coprococcus_eutactus	ARGSYNBSUB-PWY:_L-arginine_biosynthesis_II_(acetyl_cycle)	6.758056640625
Corynebacterium_matruchotii	Selenomonas_sputigena	1.6317138671875
