feature1	feature2	pair_ig_mean	pair_ig_std	pair_ig_count	f1_ig_mean	f2_ig_mean	mean_individual_ig	ig_difference_raw	ig_difference_pct	synergy
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis	PANTO-PWY:_phosphopantothenate_biosynthesis_I	9.32057189941406		1	0.141128540039062	0.768768310546875	0.45494842529296853	8.865623474121092	95.11887864604564	True
ARGSYN-PWY:_L-arginine_biosynthesis_I_(via_L-ornithine)	PWY-6126:_superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_II	4.73851776123047		1	0.0	0.290260314941406	0.145130157470703	4.5933876037597665	96.93722457562306	True
ARGSYN-PWY:_L-arginine_biosynthesis_I_(via_L-ornithine)	PWY-7220:_adenosine_deoxyribonucleotides_de_novo_biosynthesis_II	4.73851776123047	0.0	2	0.0	0.6124534606933589	0.30622673034667947	4.43229103088379	93.5374995773539	True
ARGSYNBSUB-PWY:_L-arginine_biosynthesis_II_(acetyl_cycle)	PWY-7220:_adenosine_deoxyribonucleotides_de_novo_biosynthesis_II	5.59580993652344	0.0	3	0.1270751953125	0.5610656738281247	0.34407043457031233	5.251739501953128	93.8512844704644	True
ARGSYNBSUB-PWY:_L-arginine_biosynthesis_II_(acetyl_cycle)	PWY-7222:_guanosine_deoxyribonucleotides_de_novo_biosynthesis_II	5.59580993652344	0.0	2	0.1270751953125	0.458290100097656	0.292682647705078	5.303127288818362	94.76961063679522	True
Acidaminococcus_intestini	Alistipes_timonensis	10.7019653320312	0.0	3	0.86669921875	5.48130798339844	3.17400360107422	7.52796173095698	70.34186242806858	True
Acidaminococcus_intestini	Clostridiales_bacterium_1_7_47FAA	6.73313140869141	0.0	3	0.86669921875	1.25502777099609	1.060863494873045	5.672267913818365	84.2441290614997	True
Acidaminococcus_intestini	Dialister_sp_CAG_357	4.51413726806641		1	0.86669921875	0.176826477050781	0.5217628479003905	3.992374420166019	88.44158214701604	True
Actinomyces_graevenitzii	Allisonella_histaminiformans	7.584381103515621	0.0	3	0.6940841674804691	2.81781005859375	1.7559471130371096	5.828433990478511	76.84785232873955	True
Actinomyces_odontolyticus	Sutterella_parvirubra	4.27413177490234	0.0	3	0.6940841674804691	2.77889251708984	1.7364883422851547	2.5376434326171857	59.372138395877336	True
Actinomyces_sp_HMSC035G02	Cloacibacillus_evryensis	3.52375030517578	0.0	3	1.3568038940429699	2.81781005859375	2.08730697631836	1.43644332885742	40.76461736654647	True
Actinomyces_sp_HPA0247	Allisonella_histaminiformans	3.06694793701172	0.0	3	0.532218933105469	2.81781005859375	1.6750144958496094	1.3919334411621107	45.38497130532775	True
Actinomyces_sp_ICM47	Lachnospira_pectinoschiza	2.93148040771484		1	1.35680389404297	1.27662658691406	1.3167152404785152	1.614765167236325	55.0836076880034	True
Actinomyces_sp_ICM47	Massiliomicrobiota_timonensis	2.78038787841797		1	1.35680389404297	3.69414520263672	2.525474548339845	0.254913330078125	9.1682650488021	True
Actinomyces_sp_oral_taxon_181	Allisonella_histaminiformans	4.58815002441406	0.0	3	0.216400146484375	2.81781005859375	1.5171051025390625	3.0710449218749973	66.93427428339578	True
Adlercreutzia_equolifaciens	PWY-6385:_peptidoglycan_biosynthesis_III_(mycobacteria)	5.40811920166016		1	2.9613037109375	1.40492248535156	2.18311309814453	3.22500610351563	59.63267419338006	True
Adlercreutzia_equolifaciens	PWY-6386:_UDP-N-acetylmuramoyl-pentapeptide_biosynthesis_II_(lysine-containing)	7.87081909179688		1	0.458297729492188	1.43233489990234	0.945316314697264	6.9255027770996165	87.98960687989272	True
Adlercreutzia_equolifaciens	PWY-7219:_adenosine_ribonucleotides_de_novo_biosynthesis	9.39325714111328		1	1.09340667724609	0.0	0.546703338623045	8.846553802490234	94.17983208156643	True
Agathobaculum_butyriciproducens	Alistipes_shahii	5.72553253173828		1	1.83903503417969	2.27992248535156	2.059478759765625	3.6660537719726554	64.02991777010541	True
Agathobaculum_butyriciproducens	Lachnoclostridium_sp_An138	7.18091583251953		1	1.83903503417969	1.74446105957031	1.791748046875	5.38916778564453	75.04847447506792	True
Agathobaculum_butyriciproducens	Ruminococcaceae_bacterium_D5	8.89621353149413	2.347205872391577	2	0.9444580078125012	0.15024566650390625	0.5473518371582038	8.348861694335927	93.84736174305526	True
Agathobaculum_butyriciproducens	Ruminococcus_callidus	5.50301361083984		1	0.0498809814453125	0.559135437011719	0.30450820922851574	5.198505401611325	94.46651906096152	True
Akkermansia_muciniphila	Haemophilus_parainfluenzae	7.65052032470703		1	0.559135437011719	2.72406768798828	1.6416015624999996	6.008918762207031	78.54261549768692	True
Akkermansia_muciniphila	PWY-6936:_seleno-amino_acid_biosynthesis	5.33345031738281		1	0.0	0.0	0.0	5.33345031738281	100.0	True
Akkermansia_muciniphila	Prevotella_copri	5.39199829101562		1	0.559135437011719	0.115020751953125	0.337078094482422	5.054920196533198	93.74854967880691	True
Akkermansia_muciniphila	Prevotella_disiens	4.25983428955078		1	0.0286636352539062	0.481742858886719	0.2552032470703126	4.004631042480468	94.00908040727506	True
Alistipes_finegoldii	Catenibacterium_mitsuokai	5.804653167724609	0.6890288177484658	2	2.1441841125488263	0.643661499023438	1.3939228057861321	4.4107303619384775	75.98611380372031	True
Alistipes_finegoldii	Cloacibacillus_evryensis	8.259765625		1	0.46942138671875	2.81781005859375	1.64361572265625	6.61614990234375	80.10093993851974	True
