Feature1	Feature2	IG
Clostridium_sp_CAG_242	Criibacterium_bergeronii	5.96331024169922
Clostridium_sp_CAG_242	Prevotella_disiens	5.96331024169922
Clostridium_sp_CAG_242	Prevotella_sp_CAG_1320	4.86416625976562
Clostridium_sp_CAG_242	Streptococcus_salivarius	7.86371612548828
Clostridium_sp_CAG_253	GLYCOGENSYNTH-PWY:_glycogen_biosynthesis_I_(from_ADP-D-Glucose)	5.6983642578125
Clostridium_sp_CAG_299	PWY-6123:_inosine-5'-phosphate_biosynthesis_I	5.71063995361328
Clostridium_sp_CAG_413	Enterorhabdus_caecimuris	3.72272491455078
Clostridium_sp_CAG_58	Coprobacter_secundus	7.58782196044922
Clostridium_sp_CAG_58	Phascolarctobacterium_sp_CAG_266	6.71257019042969
Clostridium_spiroforme	Faecalicoccus_pleomorphus	6.61964416503906
Clostridium_symbiosum	THRESYN-PWY:_superpathway_of_L-threonine_biosynthesis	15.6677169799805
Collinsella_aerofaciens	[Collinsella]_massiliensis	7.49901580810547
Collinsella_intestinalis	Alistipes_inops	19.52587890625
Collinsella_intestinalis	Campylobacter_concisus	2.93537902832031
Collinsella_stercoris	Flavonifractor_sp_An100	4.95761871337891
Collinsella_stercoris	PWY0-1586:_peptidoglycan_maturation_(meso-diaminopimelate_containing)	5.75113677978516
Coprobacillus_cateniformis	RIBOSYN2-PWY:_flavin_biosynthesis_I_(bacteria_and_plants)	5.60880279541016
Coprobacter_fastidiosus	Butyrivibrio_crossotus	5.55430603027344
Coprococcus_catus	ILEUSYN-PWY:_L-isoleucine_biosynthesis_I_(from_threonine)	5.28378295898438
Coprococcus_comes	Streptococcus_oralis	4.76009368896484
Coprococcus_eutactus	Oscillibacter_sp_PC13	6.54494476318359
Corynebacterium_casei	HISDEG-PWY:_L-histidine_degradation_I	4.41239929199219
DTDPRHAMSYN-PWY:_dTDP-L-rhamnose_biosynthesis_I	HISTSYN-PWY:_L-histidine_biosynthesis	8.33029937744141
Desulfovibrio_piger	PWY-3001:_superpathway_of_L-isoleucine_biosynthesis_I	7.88941192626953
Desulfovibrio_piger	Ruminococcus_sp_CAG_488	3.57680511474609
Desulfovibrio_sp_MES5	PWY-6897:_thiamin_salvage_II	1.84056854248047
Dialister_pneumosintes	Lautropia_mirabilis	4.28665924072266
Dialister_pneumosintes	Leptotrichia_sp_oral_taxon_215	1.8551025390625
Dialister_pneumosintes	Moraxella_osloensis	1.8551025390625
Dialister_pneumosintes	[Collinsella]_massiliensis	24.8211059570312
Dialister_sp_CAG_357	DTDPRHAMSYN-PWY:_dTDP-L-rhamnose_biosynthesis_I	4.89604949951172
Dialister_succinatiphilus	PWY-6609:_adenine_and_adenosine_salvage_III	4.14270782470703
Dielma_fastidiosa	COBALSYN-PWY:_adenosylcobalamin_salvage_from_cobinamide_I	4.90930938720703
Dielma_fastidiosa	Campylobacter_gracilis	4.87148284912109
Dielma_fastidiosa	Clostridium_saccharolyticum	17.1162261962891
Dielma_fastidiosa	PWY-5030:_L-histidine_degradation_III	2.33897399902344
Dielma_fastidiosa	Prevotella_nigrescens	9.00228118896484
Dorea_formicigenerans	Lachnoclostridium_sp_An118	6.05308532714844
Dorea_longicatena	Lactobacillus_rogosae	9.57719421386719
Eikenella_corrodens	PWY-7219:_adenosine_ribonucleotides_de_novo_biosynthesis	4.00971984863281
Eisenbergiella_massiliensis	PWY-2942:_L-lysine_biosynthesis_III	12.5607070922852
Eisenbergiella_massiliensis	THRESYN-PWY:_superpathway_of_L-threonine_biosynthesis	10.1898956298828
Eisenbergiella_tayi	Bacteroides_sp_CAG_530	19.7475280761719
Eisenbergiella_tayi	Clostridium_perfringens	5.53734588623047
Eisenbergiella_tayi	Eubacterium_infirmum	4.00450897216797
Eisenbergiella_tayi	Succinatimonas_hippei	2.88545227050781
Enorma_massiliensis	Anaerotruncus_colihominis	6.69526672363281
Enorma_massiliensis	Blautia_producta	2.34072113037109
Enorma_massiliensis	COMPLETE-ARO-PWY:_superpathway_of_aromatic_amino_acid_biosynthesis	15.1112213134766
Enorma_massiliensis	Clostridium_innocuum	14.1611251831055
Enterorhabdus_caecimuris	Fusobacterium_sp_oral_taxon_370	5.18431854248047
Enterorhabdus_caecimuris	GLUCUROCAT-PWY:_superpathway_of_&beta;-D-glucuronide_and_D-glucuronate_degradation	3.02748870849609
Enterorhabdus_caecimuris	Megasphaera_elsdenii	5.18431854248047
Enterorhabdus_caecimuris	PWY-7242:_D-fructuronate_degradation	3.02748870849609
Enterorhabdus_caecimuris	Slackia_exigua	6.72794342041016
Erysipelatoclostridium_ramosum	Absiella_dolichum	13.5032501220703
Erysipelatoclostridium_ramosum	Bacteroides_stercorirosoris	3.77513885498047
Erysipelatoclostridium_ramosum	Eubacterium_dolichum_CAG_375	6.35272979736328
Escherichia_coli	Actinomyces_sp_oral_taxon_448	4.22602844238281
Escherichia_coli	Haemophilus_parainfluenzae	11.7944183349609
Eubacteriaceae_bacterium_CHKCI005	PWY-7229:_superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_I	9.00725555419922
Eubacterium_eligens	1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis	14.8384628295898
Eubacterium_eligens	Bacteroides_ovatus	13.1026306152344
Eubacterium_eligens	DTDPRHAMSYN-PWY:_dTDP-L-rhamnose_biosynthesis_I	8.31273651123047
Eubacterium_eligens	PWY-6317:_galactose_degradation_I_(Leloir_pathway)	7.48879241943359
Eubacterium_eligens	PWY-6527:_stachyose_degradation	7.48879241943359
Eubacterium_eligens	TRPSYN-PWY:_L-tryptophan_biosynthesis	5.37203216552734
Eubacterium_hallii	Alistipes_inops	5.38813781738281
Eubacterium_hallii	PWY-5100:_pyruvate_fermentation_to_acetate_and_lactate_II	5.11128234863281
Eubacterium_ramulus	Bacteroides_ovatus	7.24243927001953
Eubacterium_ramulus	Butyrivibrio_sp_CAG_318	4.98154449462891
Eubacterium_rectale	Bacteroides_sp_CAG_530	4.80522918701172
Eubacterium_siraeum	Intestinimonas_butyriciproducens	13.0854110717773
Eubacterium_sp_CAG_180	Eubacterium_sp_OM08_24	4.51325988769531
Eubacterium_sp_CAG_251	Bacteroides_sp_OM08_11	2.36639404296875
Eubacterium_sp_CAG_38	Blautia_hydrogenotrophica	7.29601287841797
Eubacterium_sp_CAG_38	Mitsuokella_multacida	5.61190032958984
Eubacterium_sulci	Clostridium_paraputrificum	6.36671447753906
Eubacterium_sulci	Streptococcus_australis	9.4267578125
Eubacterium_ventriosum	Dorea_sp_CAG_317	7.47862243652344
Eubacterium_ventriosum	PWY-6386:_UDP-N-acetylmuramoyl-pentapeptide_biosynthesis_II_(lysine-containing)	7.93312072753906
Eubacterium_ventriosum	Propionibacterium_freudenreichii	6.56764221191406
Faecalibacterium_prausnitzii	Haemophilus_parainfluenzae	17.6510543823242
Filifactor_alocis	Clostridium_sp_CAG_167	4.04014587402344
Firmicutes_bacterium_CAG_110	Ruminococcus_bicirculans	6.29679107666016
Firmicutes_bacterium_CAG_170	PWY-4981:_L-proline_biosynthesis_II_(from_arginine)	5.65062713623047
Firmicutes_bacterium_CAG_170	RIBOSYN2-PWY:_flavin_biosynthesis_I_(bacteria_and_plants)	8.20769500732422
Firmicutes_bacterium_CAG_238	PWY-6277:_superpathway_of_5-aminoimidazole_ribonucleotide_biosynthesis	5.41646575927734
Firmicutes_bacterium_CAG_83	Ruthenibacterium_lactatiformans	5.8857421875
Firmicutes_bacterium_CAG_94	Dialister_invisus	14.4684066772461
Firmicutes_bacterium_CAG_95	Firmicutes_bacterium_CAG_145	7.62110137939453
Firmicutes_bacterium_CAG_95	Roseburia_sp_CAG_309	9.53702545166016
Flavonifractor_plautii	Actinomyces_graevenitzii	9.14767456054688
Flavonifractor_sp_An10	SER-GLYSYN-PWY:_superpathway_of_L-serine_and_glycine_biosynthesis_I	7.69290161132812
Flavonifractor_sp_An100	Bifidobacterium_angulatum	4.23326873779297
Fretibacterium_fastidiosum	Brevibacterium_aurantiacum	3.14392852783203
