base	contributing	base_IG_1D	contributing_IG_1D	IG_2D_added	total_IG
Eubacterium_ramulus	Akkermansia_muciniphila	0.582183837890625	12.3636322021484	26.1809387207031	26.7631225585938
Ruminococcus_torques	Akkermansia_muciniphila	2.70730590820312	12.3636322021484	26.6623840332031	29.3696899414062
Bacteroides_massiliensis	Akkermansia_muciniphila	0.0091400146484375	12.3636322021484	29.5470123291016	29.55615234375
Akkermansia_muciniphila	Bacteroides_intestinalis	12.3636322021484	29.9462738037109	26.0652313232422	38.4288635253906
Akkermansia_muciniphila	Streptococcus_salivarius	12.3636322021484	33.5926055908203	27.8715209960938	40.2351531982422
Akkermansia_muciniphila	Streptococcus_parasanguinis	12.3636322021484	28.6474914550781	26.3206024169922	38.6842346191406
Eubacterium_ventriosum	Akkermansia_muciniphila	8.95219421386719	12.3636322021484	28.0509796142578	37.003173828125
Romboutsia_ilealis	Akkermansia_muciniphila	3.53453063964844	12.3636322021484	28.9912567138672	32.5257873535156
Bacteroides_eggerthii	Akkermansia_muciniphila	0.454940795898438	12.3636322021484	29.8045959472656	30.2595367431641
Akkermansia_muciniphila	Coprobacter_fastidiosus	12.3636322021484	28.4067535400391	27.1967926025391	39.5604248046875
Clostridium_lavalense	Akkermansia_muciniphila	17.3195037841797	12.3636322021484	36.4856872558594	53.8051910400391
Akkermansia_muciniphila	Clostridium_lavalense	12.3636322021484	17.3195037841797	41.4415588378906	53.8051910400391
Turicimonas_muris	Akkermansia_muciniphila	0.00439453125	12.3636322021484	26.4412384033203	26.4456329345703
PWY-7219:_adenosine_ribonucleotides_de_novo_biosynthesis	Akkermansia_muciniphila	10.4271087646484	12.3636322021484	25.5428314208984	35.9699401855469
ILEUSYN-PWY:_L-isoleucine_biosynthesis_I_(from_threonine)	Akkermansia_muciniphila	1.34117126464844	12.3636322021484	27.8938293457031	29.2350006103516
VALSYN-PWY:_L-valine_biosynthesis	Akkermansia_muciniphila	2.77290344238281	12.3636322021484	27.6576385498047	30.4305419921875
PWY-7222:_guanosine_deoxyribonucleotides_de_novo_biosynthesis_II	Akkermansia_muciniphila	0.276763916015625	12.3636322021484	26.0126800537109	26.2894439697266
Escherichia_coli	Eubacterium_siraeum	1.06486511230469	31.5748138427734	37.5294342041016	38.5942993164062
