feature1	feature2	pair_ig_mean	pair_ig_std	pair_ig_count	f1_ig_mean	f2_ig_mean	mean_individual_ig	ig_difference_raw	ig_difference_pct	synergy
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis	PWY0-1319:_CDP-diacylglycerol_biosynthesis_II	14.2482223510742		1	0.03887939453125	4.146728515625	2.092803955078125	12.155418395996074	85.31182414541458	True
ANAGLYCOLYSIS-PWY:_glycolysis_III_(from_glucose)	GLYCOLYSIS:_glycolysis_I_(from_glucose_6-phosphate)	4.27546691894531		1	0.40753173828125	0.11810302734375	0.2628173828125	4.01264953613281	93.85289635506446	True
ANAGLYCOLYSIS-PWY:_glycolysis_III_(from_glucose)	THRESYN-PWY:_superpathway_of_L-threonine_biosynthesis	4.35350036621094		1	0.40753173828125	0.745590209960938	0.576560974121094	3.7769393920898464	86.75638163267453	True
ARGSYNBSUB-PWY:_L-arginine_biosynthesis_II_(acetyl_cycle)	PWY-7539:_6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_III_(Chlamydia)	5.50532531738281		1	1.85865783691406	2.98284912109375	2.420753479003905	3.084571838378905	56.0288749629293	True
ARO-PWY:_chorismate_biosynthesis_I	GLUTORN-PWY:_L-ornithine_biosynthesis	9.81024169921875		1	1.00141906738281	0.0776214599609375	0.5395202636718738	9.270721435546877	94.5004386210501	True
ARO-PWY:_chorismate_biosynthesis_I	PWY-6897:_thiamin_salvage_II	7.361083984375		1	0.0001678466796875	4.58042907714844	2.290298461914064	5.070785522460936	68.88639680275942	True
Abiotrophia_sp_HMSC24B09	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Acidaminococcus_fermentans	Ruminococcus_obeum_CAG_39	1.59855651855469		1	0.539840698242188	3.39128112792969	1.965560913085939	-0.3670043945312491	-22.958487252178635	False
Acidaminococcus_intestini	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Acidaminococcus_sp_CAG_542	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Actinomyces_cardiffensis	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Actinomyces_graevenitzii	Veillonella_rogosae	2.12007141113281	0.0	3	0.539840698242188	0.647018432617188	0.593429565429688	1.526641845703122	72.0089822298673	True
Actinomyces_odontolyticus	Veillonella_rogosae	2.12007141113281	0.0	3	0.539840698242188	0.647018432617188	0.593429565429688	1.526641845703122	72.0089822298673	True
Actinomyces_sp_HMSC035G02	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Actinomyces_sp_HPA0247	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Actinomyces_sp_ICM47	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Actinomyces_sp_S6_Spd3	Ruminococcus_lactaris	3.7097930908203103	0.0	3	2.29264831542969	14.603368123372364	8.448008219401027	-4.738215128580716	-127.7218166238215	False
Actinomyces_sp_oral_taxon_181	PWY-7208:_superpathway_of_pyrimidine_nucleobases_salvage	3.009521484375	0.0	3	1.3743896484375	7.910675048828121	4.642532348632811	-1.6330108642578107	-54.26147886752651	False
Actinomyces_sp_oral_taxon_448	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Adlercreutzia_equolifaciens	Alistipes_onderdonkii	4.81330871582031	0.0	3	3.6999359130859397	0.23255920410156197	1.9662475585937509	2.847061157226559	59.14977254354955	True
Adlercreutzia_equolifaciens	Bacteroides_sp_D2	3.9057159423828103	0.0	3	3.6999359130859397	0.0002593994140625	1.850097656250001	2.055618286132809	52.63102377278137	True
Adlercreutzia_equolifaciens	Erysipelatoclostridium_ramosum	8.06936645507812	0.0	3	3.6999359130859397	0.23255920410156197	1.9662475585937509	6.103118896484369	75.63318546084402	True
Aeriscardovia_aeriphila	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Aeromonas_veronii	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Agathobaculum_butyriciproducens	PWY-7220:_adenosine_deoxyribonucleotides_de_novo_biosynthesis_II	6.0938644409179705	0.14905823031756985	2	0.095161437988281	2.98284912109375	1.5390052795410154	4.554859161376955	74.74500303605076	True
Agathobaculum_butyriciproducens	PWY0-1296:_purine_ribonucleosides_degradation	8.4422607421875		1	0.327804565429688	0.0269927978515625	0.17739868164062525	8.264862060546875	97.89868274555734	True
Agathobaculum_butyriciproducens	Prevotella_sp_885	8.98994445800781		1	0.01641845703125	0.091949462890625	0.0541839599609375	8.935760498046873	99.39728259485882	True
Agathobaculum_butyriciproducens	Veillonella_parvula	10.3011627197266		1	0.327804565429688	4.48594665527344	2.4068756103515643	7.8942871093750355	76.63491320506542	True
Aggregatibacter_segnis	Prevotella_multiformis	1.66018676757812	0.0	3	0.196014404296875	0.539840698242188	0.3679275512695315	1.2922592163085884	77.8381831216337	True
Aggregatibacter_segnis	Prevotella_sp_885	2.79739379882812		1	0.196014404296875	0.091949462890625	0.14398193359375	2.65341186523437	94.85299732722412	True
Akkermansia_muciniphila	PWY-5667:_CDP-diacylglycerol_biosynthesis_I	15.2877197265625		1	2.14767456054688	4.98536682128906	3.5665206909179696	11.721199035644531	76.67068238619578	True
Akkermansia_muciniphila	Phascolarctobacterium_faecium	8.74974060058594	0.0	3	1.8691304524739598	1.00143432617188	1.43528238932292	7.31445821126302	83.59628639474404	True
Alistipes_finegoldii	Eggerthella_lenta	8.69397735595703	0.0	3	3.9203338623046897	2.24205017089844	3.081192016601565	5.612785339355464	64.55946581813488	True
Alistipes_finegoldii	Parabacteroides_johnsonii	13.2857894897461	0.0	3	3.9203338623046897	0.40753173828125	2.1639328002929696	11.121856689453132	83.71242595735029	True
Alistipes_finegoldii	Veillonella_dispar	7.20513916015625	0.0	3	3.9203338623046897	0.716110229492188	2.318222045898439	4.886917114257811	67.82543689484872	True
Alistipes_indistinctus	Parasutterella_excrementihominis	19.1732025146484	0.0	3	3.6581929524739603	10.0741882324219	6.86619059244793	12.307011922200468	64.188608620797	True
Alistipes_indistinctus	Turicimonas_muris	8.69136810302734	0.0	3	3.6581929524739603	0.513671875	2.0859324137369804	6.60543568929036	75.9999531833151	True
Alistipes_putredinis	Eubacterium_sp_CAG_180	6.009246826171879	0.0	3	12.4822311401367	0.20184326171875	6.342037200927725	-0.33279037475584516	-5.537971469343778	False
Alistipes_putredinis	Lactobacillus_delbrueckii	2.19880676269531		1	12.8188552856445	0.514633178710938	6.666744232177718	-4.4679374694824086	-203.19827759696287	False
Alistipes_putredinis	Lactobacillus_pentosus	2.19880676269531		1	12.8188552856445	0.514633178710938	6.666744232177718	-4.4679374694824086	-203.19827759696287	False
Alistipes_putredinis	PWY-5177:_glutaryl-CoA_degradation	2.19880676269531		1	12.8188552856445	0.514633178710938	6.666744232177718	-4.4679374694824086	-203.19827759696287	False
Alistipes_putredinis	Parabacteroides_johnsonii	19.3803863525391	0.0	3	12.4822311401367	0.40753173828125	6.444881439208975	12.935504913330128	66.74534076889233	True
Alistipes_putredinis	Porphyromonas_sp_HMSC065F10	3.46959686279297	0.0	3	12.4822311401367	2.29264831542969	7.387439727783194	-3.917842864990224	-112.91925315601141	False
Alistipes_putredinis	Veillonella_rogosae	4.77325439453125	0.0	3	12.4822311401367	0.647018432617188	6.564624786376943	-1.7913703918456934	-37.529329966114496	False
Alistipes_shahii	PWY-7663:_gondoate_biosynthesis_(anaerobic)	23.2128219604492		1	14.996208190918	0.008453369140625	7.502330780029313	15.710491180419888	67.68022951792746	True
Alistipes_shahii	PYRIDOXSYN-PWY:_pyridoxal_5'-phosphate_biosynthesis_I	3.48917388916016		1	14.996208190918	2.29264831542969	8.644428253173846	-5.155254364013686	-147.7499983600574	False
Alistipes_shahii	Proteobacteria_bacterium_CAG_139	22.1353149414062		1	14.996208190918	0.157577514648438	7.576892852783219	14.558422088622981	65.77011498214591	True
Alistipes_shahii	Tyzzerella_nexilis	2.85150909423828		1	14.996208190918	0.0002593994140625	7.498233795166032	-4.646724700927752	-162.95668529751	False
Allisonella_histaminiformans	Bacteroides_sp_CAG_530	3.97449493408203		1	0.257278442382812	27.8879089355469	14.072593688964856	-10.098098754882827	-254.07250285538825	False
Allisonella_histaminiformans	PWY-7208:_superpathway_of_pyrimidine_nucleobases_salvage	3.41152954101562		1	0.257278442382812	7.91067504882812	4.083976745605466	-0.672447204589846	-19.711018078701933	False
Alloscardovia_omnicolens	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Anaerobiospirillum_thomasii	PWY-4242:_pantothenate_and_coenzyme_A_biosynthesis_III	6.26522827148438		1	0.0028533935546875	3.61566162109375	1.8092575073242188	4.455970764160162	71.12224121890513	True
Anaerobiospirillum_thomasii	PWY-6737:_starch_degradation_V	5.02830505371094		1	0.0028533935546875	5.38926696777344	2.696060180664064	2.3322448730468763	46.38232661174079	True
Anaerococcus_vaginalis	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Anaerofustis_stercorihominis	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Anaeromassilibacillus_sp_An250	Streptococcus_lutetiensis	0.786026000976562	0.0	3	0.0	11.2880172729492	5.6440086364746	-4.857982635498038	-618.0435035816195	False
Anaerostipes_hadrus	Gemmiger_formicilis	5.24235534667969		1	4.06700134277344	1.46539306640625	2.766197204589845	2.476158142089845	47.23369513015081	True
Anaerostipes_hadrus	Paraprevotella_xylaniphila	6.02109527587891	0.0	2	1.806663513183591	8.15489196777344	4.980777740478516	1.0403175354003942	17.277878653872275	True
Anaerotignum_lactatifermentans	PWY-7228:_superpathway_of_guanosine_nucleotides_de_novo_biosynthesis_I	2.76950073242188	0.0	3	1.3743896484375	5.667856852213539	3.5211232503255196	-0.7516225179036398	-27.139278538711885	False
Anaerotruncus_colihominis	PWY66-400:_glycolysis_VI_(metazoan)	2.63893127441406		1	1.3743896484375	0.647018432617188	1.010704040527344	1.6282272338867159	61.70025152505127	True
Asaccharobacter_celatus	Paraprevotella_clara	7.92169189453125	0.0	3	2.0745849609375	3.6999359130859397	2.8872604370117196	5.03443145751953	63.55247748268342	True
Aspergillus_cristatus	PWY-7184:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_I	1.99256896972656	0.0	3	0.539840698242188	2.5181986490885397	1.5290196736653638	0.4635492960611962	23.263902183762756	True
BRANCHED-CHAIN-AA-SYN-PWY:_superpathway_of_branched_amino_acid_biosynthesis	PWY-6317:_galactose_degradation_I_(Leloir_pathway)	7.1185302734375		1	0.0785675048828125	0.065673828125	0.07212066650390625	7.046409606933594	98.98686015604903	True
BRANCHED-CHAIN-AA-SYN-PWY:_superpathway_of_branched_amino_acid_biosynthesis	PWY-6527:_stachyose_degradation	6.73271179199219		1	0.0785675048828125	0.064300537109375	0.07143402099609375	6.661277770996096	98.93900075923261	True
BRANCHED-CHAIN-AA-SYN-PWY:_superpathway_of_branched_amino_acid_biosynthesis	PWY66-422:_D-galactose_degradation_V_(Leloir_pathway)	9.42750549316406		1	0.0785675048828125	0.392196655273438	0.23538208007812525	9.192123413085936	97.50324112514384	True
BRANCHED-CHAIN-AA-SYN-PWY:_superpathway_of_branched_amino_acid_biosynthesis	RHAMCAT-PWY:_L-rhamnose_degradation_I	8.76719665527344		1	0.519775390625	0.300506591796875	0.4101409912109375	8.357055664062502	95.32186846790714	True
Bacteroides_caccae	Mitsuokella_jalaludinii	6.08712005615234	0.0	3	7.48188781738281	1.35336303710938	4.417625427246095	1.6694946289062456	27.426674905464747	True
Bacteroides_caccae	Veillonella_infantium	13.4381866455078	0.0	3	7.48188781738281	0.021636962890625	3.7517623901367174	9.686424255371083	72.08133441582405	True
Bacteroides_cellulosilyticus	PHOSLIPSYN-PWY:_superpathway_of_phospholipid_biosynthesis_I_(bacteria)	2.55258178710938	0.0	2	7.43453979492188	1.31269836425781	4.3736190795898455	-1.8210372924804656	-71.34099685568401	False
Bacteroides_cellulosilyticus	Phascolarctobacterium_faecium	13.2491073608398	0.0	2	7.43453979492188	1.00143432617188	4.21798706054688	9.031120300292919	68.16399063219968	True
Bacteroides_cellulosilyticus	Weissella_confusa	5.01990509033203		1	7.43453979492188	0.179946899414062	3.807243347167971	1.2126617431640594	24.157065150485753	True
Bacteroides_clarus	PWY-6936:_seleno-amino_acid_biosynthesis	10.5651550292969		1	1.30398559570312	1.90240478515625	1.6031951904296848	8.961959838867216	84.82563496717212	True
Bacteroides_coprocola	Streptococcus_macedonicus	4.31837463378906	0.0	3	2.29264831542969	2.6583251953125	2.475486755371095	1.8428878784179648	42.67549795236187	True
Bacteroides_dorei	ARGININE-SYN4-PWY:_L-ornithine_de_novo__biosynthesis	4.052889506022133	0.14085774923817185	3	11.2628555297852	0.23255920410156197	5.747707366943382	-1.6948178609212485	-41.817519535209186	False
Bacteroides_dorei	Bacteroides_finegoldii	9.211158752441406	0.97928505972372	2	11.2628555297852	2.19093322753906	6.726894378662131	2.4842643737792756	26.97016130702149	True
Bacteroides_dorei	COA-PWY:_coenzyme_A_biosynthesis_I	19.7967071533203		1	11.2628555297852	0.17047119140625	5.716663360595725	14.080043792724574	71.1231604512727	True
Bacteroides_dorei	HSERMETANA-PWY:_L-methionine_biosynthesis_III	15.0900115966797		1	11.2628555297852	8.50575256347656	9.88430404663088	5.205707550048819	34.4977041051065	True
Bacteroides_dorei	PWY-6163:_chorismate_biosynthesis_from_3-dehydroquinate	17.6084442138672		1	11.2628555297852	1.65280151367188	6.4578285217285405	11.150615692138661	63.32538841425412	True
Bacteroides_dorei	Tyzzerella_nexilis	2.9619407653808603	0.19708810453100992	2	11.2628555297852	0.0002593994140625	5.631557464599632	-2.6696166992187713	-90.13065792608785	False
Bacteroides_dorei	Veillonella_infantium	21.2919692993164		1	11.2628555297852	0.0015869140625	5.63222122192385	15.65974807739255	73.54767357237981	True
Bacteroides_dorei	Veillonella_sp_T11011_6	7.63864898681641		1	11.2628555297852	0.619338989257812	5.941097259521507	1.6975517272949032	22.2231932665674	True
Bacteroides_fragilis	Haemophilus_parainfluenzae	9.29849243164062	0.0	2	3.222900390625	0.351654052734375	1.7872772216796875	7.511215209960932	80.77884953051104	True
