Feature	IG
Akkermansia_muciniphila	0.0
Escherichia_coli	4.53379058837891
Faecalibacterium_prausnitzii	0.6903076171875
Bacteroides_vulgatus	2.24642944335938
Anaerostipes_hadrus	2.30642700195312
Alistipes_putredinis	0.0
Collinsella_aerofaciens	0.557243347167969
Phascolarctobacterium_succinatutens	1.1622314453125
Clostridium_sp_CAG_413	0.216102600097656
Desulfovibrio_piger	1.51165771484375
Coprococcus_comes	0.0
Eubacterium_rectale	0.473983764648438
Bacteroides_caccae	0.473983764648438
Parvimonas_micra	4.49875640869141
Barnesiella_intestinihominis	0.124618530273438
Eubacterium_hallii	0.128646850585938
Bifidobacterium_pseudolongum	0.0
Eubacterium_eligens	2.30642700195312
Firmicutes_bacterium_CAG_83	2.30643463134766
Dorea_longicatena	0.494049072265625
Oscillibacter_sp_57_20	0.121223449707031
Clostridium_sp_CAG_510	1.814697265625
Prevotella_intermedia	3.221923828125
Paraprevotella_xylaniphila	0.0299301147460938
Roseburia_sp_CAG_471	2.76898956298828
Clostridium_leptum	1.76819610595703
Firmicutes_bacterium_CAG_110	6.55322265625
Dorea_formicigenerans	0.163383483886719
Clostridium_sp_CAG_242	0.03955078125
Fusicatenibacter_saccharivorans	0.0421905517578125
Blautia_wexlerae	1.00470733642578
Slackia_isoflavoniconvertens	0.0
Blautia_obeum	0.029266357421875
Gemmiger_formicilis	0.515296936035156
Parabacteroides_distasonis	0.0
Prevotella_copri	0.294769287109375
Bacteroides_fragilis	1.86505126953125
Peptostreptococcus_stomatis	5.45964050292969
Eubacterium_ramulus	0.124618530273438
Odoribacter_splanchnicus	0.692878723144531
Filifactor_alocis	1.35565948486328
Gemella_morbillorum	3.87983703613281
Klebsiella_pneumoniae	0.0
Eubacterium_siraeum	0.0
Bacteroides_uniformis	3.11420440673828
Prevotella_sp_CAG_891	0.139144897460938
Proteus_mirabilis	0.692878723144531
Agathobaculum_butyriciproducens	0.251945495605469
Dialister_pneumosintes	9.56033325195312
Acidaminococcus_intestini	0.0316238403320312
Solobacterium_moorei	6.38282775878906
Parabacteroides_merdae	0.30645751953125
Coprococcus_catus	0.792770385742188
Butyricimonas_virosa	0.0421981811523438
Bacteroides_stercoris	0.320327758789062
Adlercreutzia_equolifaciens	1.76819610595703
Alistipes_finegoldii	0.133407592773438
Roseburia_hominis	4.01669311523438
Bacteroides_xylanisolvens	0.733375549316406
Firmicutes_bacterium_CAG_95	2.34243774414062
Bacteroides_thetaiotaomicron	0.0279693603515625
Kluyvera_georgiana	0.531929016113281
Actinomyces_cardiffensis	1.35565948486328
Oxalobacter_formigenes	0.070526123046875
Oscillibacter_sp_CAG_241	1.41355133056641
Olsenella_scatoligenes	0.836967468261719
Ruthenibacterium_lactatiformans	0.0283126831054688
Roseburia_inulinivorans	0.485435485839844
Bifidobacterium_adolescentis	1.01528930664062
Catenibacterium_mitsuokai	0.410202026367188
Ruminococcus_torques	0.045440673828125
Monoglobus_pectinilyticus	1.90382385253906
Clostridium_sp_CAG_58	0.111396789550781
Bacteroides_massiliensis	0.0277328491210938
Megamonas_funiformis	1.31251525878906
Alistipes_shahii	0.991439819335938
Klebsiella_variicola	0.070526123046875
Bilophila_wadsworthia	0.03955078125
Ruminococcus_sp_CAG_403	0.692878723144531
Asaccharobacter_celatus	1.67851257324219
Veillonella_parvula	0.247550964355469
Parabacteroides_goldsteinii	0.02874755859375
Firmicutes_bacterium_CAG_238	1.24961853027344
Bacteroides_intestinalis	3.71207427978516
Streptococcus_sanguinis	0.6556396484375
Lawsonibacter_asaccharolyticus	0.0279769897460938
Ruminococcus_bicirculans	0.694389343261719
Collinsella_stercoris	1.84925842285156
Bacteroides_ovatus	1.12535095214844
Streptococcus_salivarius	0.175125122070312
Methanobrevibacter_smithii	0.112564086914062
Citrobacter_amalonaticus	0.0
