cohort	run	base	contributing	base_IG_1D	contributing_IG_1D	IG_2D_added	total_IG
NielsenHB_2014	0	Akkermansia_muciniphila	Blautia_hydrogenotrophica	6.97265625	25.5003662109375	27.8762054443359	34.8488616943359
NielsenHB_2014	0	Escherichia_coli	Blautia_hydrogenotrophica	0.499237060546875	25.5003662109375	27.4155578613281	27.914794921875
NielsenHB_2014	0	Bacteroides_vulgatus	Blautia_hydrogenotrophica	1.97311401367188	25.5003662109375	27.1048583984375	29.0779724121094
NielsenHB_2014	0	Anaerostipes_hadrus	Bifidobacterium_longum	3.91441345214844	12.8123168945312	25.6821746826172	29.5965881347656
NielsenHB_2014	0	Anaerostipes_hadrus	Mogibacterium_diversum	3.91441345214844	21.3988952636719	25.3093109130859	29.2237243652344
NielsenHB_2014	0	Anaerostipes_hadrus	Blautia_hydrogenotrophica	3.91441345214844	25.5003662109375	31.1240386962891	35.0384521484375
NielsenHB_2014	0	Alistipes_putredinis	Blautia_hydrogenotrophica	3.01754760742188	25.5003662109375	25.4201965332031	28.437744140625
NielsenHB_2014	0	Collinsella_aerofaciens	Blautia_hydrogenotrophica	2.61328125	25.5003662109375	24.909423828125	27.522705078125
NielsenHB_2014	0	Phascolarctobacterium_succinatutens	Blautia_hydrogenotrophica	1.911865234375	25.5003662109375	29.0633544921875	30.9752197265625
NielsenHB_2014	0	Clostridium_sp_CAG_413	Blautia_hydrogenotrophica	1.2723388671875	25.5003662109375	27.1477203369141	28.4200592041016
NielsenHB_2014	0	Desulfovibrio_piger	Blautia_hydrogenotrophica	1.91938781738281	25.5003662109375	26.4617004394531	28.3810882568359
NielsenHB_2014	0	Eubacterium_rectale	Blautia_hydrogenotrophica	0.0101165771484375	25.5003662109375	26.0875091552734	26.0976257324219
NielsenHB_2014	0	Bacteroides_caccae	Blautia_hydrogenotrophica	0.115310668945312	25.5003662109375	27.7557525634766	27.8710632324219
NielsenHB_2014	0	Barnesiella_intestinihominis	Blautia_hydrogenotrophica	1.66184997558594	25.5003662109375	27.1270599365234	28.7889099121094
NielsenHB_2014	0	Eubacterium_eligens	Blautia_hydrogenotrophica	0.961151123046875	25.5003662109375	28.1866302490234	29.1477813720703
NielsenHB_2014	0	Dorea_longicatena	Blautia_hydrogenotrophica	5.95169067382812	25.5003662109375	26.6309204101562	32.5826110839844
NielsenHB_2014	0	Clostridium_sp_CAG_510	Blautia_hydrogenotrophica	0.0017852783203125	25.5003662109375	26.1469879150391	26.1487731933594
NielsenHB_2014	0	Paraprevotella_xylaniphila	Blautia_hydrogenotrophica	0.888229370117188	25.5003662109375	26.9185943603516	27.8068237304688
NielsenHB_2014	0	Clostridium_leptum	Blautia_hydrogenotrophica	0.094757080078125	25.5003662109375	27.6811676025391	27.7759246826172
NielsenHB_2014	0	Blautia_wexlerae	Blautia_hydrogenotrophica	3.21829223632812	25.5003662109375	24.9114532470703	28.1297454833984
NielsenHB_2014	0	Slackia_isoflavoniconvertens	Blautia_hydrogenotrophica	1.74794006347656	25.5003662109375	26.1126708984375	27.8606109619141
NielsenHB_2014	0	Gemmiger_formicilis	Blautia_hydrogenotrophica	9.96556091308594	25.5003662109375	24.9177398681641	34.88330078125
NielsenHB_2014	0	Parabacteroides_distasonis	Blautia_hydrogenotrophica	0.9434814453125	25.5003662109375	32.3785247802734	33.3220062255859
NielsenHB_2014	0	Prevotella_copri	Blautia_hydrogenotrophica	0.166900634765625	25.5003662109375	28.3714599609375	28.5383605957031
NielsenHB_2014	0	Bacteroides_fragilis	Blautia_hydrogenotrophica	0.805923461914062	25.5003662109375	27.0271606445312	27.8330841064453
NielsenHB_2014	0	Gemella_morbillorum	Eubacterium_sulci	10.2053527832031	22.1616516113281	25.2581634521484	35.4635162353516
