data_type,base_feature,contributing_feature,base_IG_1D_mean,total_IG_2D_mean,ig_difference_raw,ig_difference_pct,pair_ig_count
functions,VALSYN-PWY:_L-valine_biosynthesis,GALACTUROCAT-PWY:_D-galacturonate_degradation_I,33.99,117.055,83.065,244.38,4/28
functions,METHANOGENESIS-PWY:_methanogenesis_from_H2_and_CO2,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),20.619,103.674,83.055,402.81,6/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY0-1415:_superpathway_of_heme_b_biosynthesis_from_uroporphyrinogen-III,23.021,106.069,83.048,360.76,4/28
functions,PANTO-PWY:_phosphopantothenate_biosynthesis_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,21.166,104.162,82.996,392.12,2/28
functions,GALACTARDEG-PWY:_D-galactarate_degradation_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,26.652,109.632,82.98,311.35,2/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY0-1477:_ethanolamine_utilization,17.344,100.245,82.9,477.97,2/28
functions,PWY-2941:_L-lysine_biosynthesis_II,"PWY-6961:_L-ascorbate_degradation_II_(bacterial,_aerobic)",24.667,107.542,82.876,335.98,8/28
functions,PWY-1042:_glycolysis_IV,PWY-6588:_pyruvate_fermentation_to_acetone,19.292,102.164,82.873,429.58,2/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-5692:_allantoin_degradation_to_glyoxylate_II,17.344,100.128,82.784,477.3,2/28
functions,PWY-7332:_superpathway_of_UDP-N-acetylglucosamine-derived_O-antigen_building_blocks_biosynthesis,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,15.211,97.99,82.779,544.22,2/28
functions,PWY-6160:_3-dehydroquinate_biosynthesis_II_(archaea),VALSYN-PWY:_L-valine_biosynthesis,20.202,102.872,82.671,409.23,2/28
functions,PWY-8112:_factor_420_biosynthesis_I_(archaea),HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),24.269,106.925,82.656,340.58,8/28
functions,PWY-5855:_ubiquinol-7_biosynthesis_(early_decarboxylation),P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,49.984,132.573,82.59,165.23,18/28
functions,PWY-7977:_L-methionine_biosynthesis_IV,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,23.725,106.312,82.587,348.1,12/28
functions,PWY-2941:_L-lysine_biosynthesis_II,PWY-561:_superpathway_of_glyoxylate_cycle_and_fatty_acid_degradation,19.42,101.986,82.566,425.17,4/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),29.629,112.091,82.462,278.31,8/28
functions,LACTOSECAT-PWY:_lactose_and_galactose_degradation_I,VALSYN-PWY:_L-valine_biosynthesis,29.507,111.949,82.443,279.4,6/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-7790:_UMP_biosynthesis_II,17.344,99.771,82.427,475.24,2/28
functions,"PWY-7237:_myo-,_chiro-_and_scyllo-inositol_degradation",PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,22.71,105.131,82.42,362.92,6/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),23.021,105.435,82.415,358.01,4/28
functions,METHANOGENESIS-PWY:_methanogenesis_from_H2_and_CO2,VALSYN-PWY:_L-valine_biosynthesis,19.295,101.683,82.388,426.98,2/28
functions,PWY-7977:_L-methionine_biosynthesis_IV,ORNDEG-PWY:_superpathway_of_ornithine_degradation,32.542,114.887,82.345,253.04,10/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,VALSYN-PWY:_L-valine_biosynthesis,26.418,108.75,82.332,311.65,2/28
functions,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),PWY-8190:_L-glutamate_degradation_XI_(reductive_Stickland_reaction),32.223,114.549,82.326,255.49,4/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,21.374,103.671,82.297,385.02,8/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),33.234,115.516,82.281,247.58,12/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-5676:_acetyl-CoA_fermentation_to_butanoate_II,33.937,116.216,82.279,242.45,2/28
functions,"PWY-7456:_&beta;-(1,4)-mannan_degradation",REDCITCYC:_TCA_cycle_VI_(Helicobacter),20.718,102.984,82.266,397.07,8/28
functions,PWY-5347:_superpathway_of_L-methionine_biosynthesis_(transsulfuration),PWY-2941:_L-lysine_biosynthesis_II,19.351,101.607,82.256,425.07,2/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY-5897:_superpathway_of_menaquinol-11_biosynthesis,25.186,107.414,82.228,326.48,2/28
functions,PWY-5209:_methyl-coenzyme_M_oxidation_to_CO2,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),22.606,104.827,82.221,363.71,10/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-7094:_fatty_acid_salvage,17.344,99.546,82.202,473.94,2/28
functions,"PWY-7340:_9-cis,_11-trans-octadecadienoyl-CoA_degradation_(isomerase-dependent,_yeast)",P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,26.28,108.48,82.201,312.79,8/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent),23.021,105.206,82.186,357.01,4/28
functions,PWY-6350:_archaetidylinositol_biosynthesis,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),28.72,110.88,82.161,286.08,8/28
functions,PWY-6507:_4-deoxy-L-threo-hex-4-enopyranuronate_degradation,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),15.206,97.366,82.16,540.33,2/28
functions,PWY-7111:_pyruvate_fermentation_to_isobutanol_(engineered),VALSYN-PWY:_L-valine_biosynthesis,17.565,99.72,82.155,467.71,2/28
functions,PWY-5209:_methyl-coenzyme_M_oxidation_to_CO2,VALSYN-PWY:_L-valine_biosynthesis,21.583,103.69,82.108,380.44,2/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),"PWY-724:_superpathway_of_L-lysine,_L-threonine_and_L-methionine_biosynthesis_II",17.344,99.427,82.083,473.26,2/28
functions,PWY66-389:_phytol_degradation,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,24.568,106.65,82.082,334.1,6/28
functions,P105-PWY:_TCA_cycle_IV_(2-oxoglutarate_decarboxylase),ORNDEG-PWY:_superpathway_of_ornithine_degradation,28.567,110.624,82.057,287.24,2/28
functions,PWY-5198:_factor_420_biosynthesis_II_(mycobacteria),VALSYN-PWY:_L-valine_biosynthesis,28.015,110.049,82.035,292.83,6/28
functions,PWY66-429:_fatty_acid_biosynthesis_initiation_(mitochondria),PWY-2941:_L-lysine_biosynthesis_II,26.866,108.879,82.014,305.27,4/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),32.584,114.583,81.999,251.65,24/28
functions,PWY-1042:_glycolysis_IV,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,27.563,109.546,81.982,297.43,10/28
functions,PWY0-1477:_ethanolamine_utilization,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,25.676,107.65,81.974,319.26,4/28
functions,PWY-5097:_L-lysine_biosynthesis_VI,ORNDEG-PWY:_superpathway_of_ornithine_degradation,33.848,115.819,81.971,242.17,12/28
functions,PWY0-162:_superpathway_of_pyrimidine_ribonucleotides_de_novo_biosynthesis,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),15.904,97.868,81.965,515.39,2/28
functions,HISTSYN-PWY:_L-histidine_biosynthesis,PWY-6167:_flavin_biosynthesis_II_(archaea),29.663,111.624,81.962,276.31,8/28
functions,GALACTUROCAT-PWY:_D-galacturonate_degradation_I,PWY-7118:_chitin_deacetylation,19.909,101.864,81.955,411.64,2/28
functions,P23-PWY:_reductive_TCA_cycle_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,28.228,110.177,81.949,290.31,14/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY0-1338:_polymyxin_resistance,25.186,107.114,81.927,325.29,2/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,REDCITCYC:_TCA_cycle_VI_(Helicobacter),23.832,105.724,81.893,343.63,8/28
functions,LPSSYN-PWY:_superpathway_of_lipopolysaccharide_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,28.209,110.07,81.861,290.19,2/28
functions,PWY66-429:_fatty_acid_biosynthesis_initiation_(mitochondria),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,25.766,107.613,81.847,317.66,6/28
functions,PWY-1042:_glycolysis_IV,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,23.069,104.9,81.832,354.73,6/28
functions,CARNMET-PWY:_L-carnitine_degradation_I,PWY-6165:_chorismate_biosynthesis_II_(archaea),23.234,105.06,81.826,352.18,2/28
functions,PWY-7111:_pyruvate_fermentation_to_isobutanol_(engineered),REDCITCYC:_TCA_cycle_VI_(Helicobacter),17.565,99.379,81.813,465.76,2/28
functions,PWY-I9:_L-cysteine_biosynthesis_VI_(from_L-methionine),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,29.394,111.139,81.745,278.1,4/28
functions,PWY-5209:_methyl-coenzyme_M_oxidation_to_CO2,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),22.265,103.996,81.731,367.08,4/28
functions,PWY-5154:_L-arginine_biosynthesis_III_(via_N-acetyl-L-citrulline),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,30.469,112.184,81.714,268.18,14/28
functions,PWY-6349:_CDP-archaeol_biosynthesis,PWY-5855:_ubiquinol-7_biosynthesis_(early_decarboxylation),27.01,108.656,81.647,302.28,4/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY-6284:_superpathway_of_unsaturated_fatty_acids_biosynthesis_(E._coli),23.021,104.664,81.643,354.65,4/28
functions,METHANOGENESIS-PWY:_methanogenesis_from_H2_and_CO2,REDCITCYC:_TCA_cycle_VI_(Helicobacter),21.69,103.325,81.635,376.37,6/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY-5392:_reductive_TCA_cycle_II,25.186,106.812,81.626,324.09,2/28
functions,"PWY-7340:_9-cis,_11-trans-octadecadienoyl-CoA_degradation_(isomerase-dependent,_yeast)",ORNDEG-PWY:_superpathway_of_ornithine_degradation,24.949,106.564,81.616,327.13,4/28
functions,"PWY-7159:_3,8-divinyl-chlorophyllide_a_biosynthesis_III_(aerobic,_light_independent)",ORNDEG-PWY:_superpathway_of_ornithine_degradation,27.564,109.169,81.604,296.05,2/28
functions,PWY-5154:_L-arginine_biosynthesis_III_(via_N-acetyl-L-citrulline),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,24.425,105.984,81.559,333.92,8/28
functions,LACTOSECAT-PWY:_lactose_and_galactose_degradation_I,REDCITCYC:_TCA_cycle_VI_(Helicobacter),23.821,105.367,81.547,342.34,6/28
functions,FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,37.092,118.63,81.538,219.83,6/28
functions,PWY-922:_mevalonate_pathway_I_(eukaryotes_and_bacteria),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,25.199,106.726,81.527,323.54,8/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,VALSYN-PWY:_L-valine_biosynthesis,30.864,112.369,81.504,264.07,8/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,PWY-5855:_ubiquinol-7_biosynthesis_(early_decarboxylation),28.032,109.523,81.491,290.71,4/28
functions,PWY-5505:_L-glutamate_and_L-glutamine_biosynthesis,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",25.62,107.101,81.481,318.04,2/28
functions,PWY-8112:_factor_420_biosynthesis_I_(archaea),PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),25.248,106.682,81.434,322.54,10/28
functions,PWY-6284:_superpathway_of_unsaturated_fatty_acids_biosynthesis_(E._coli),PWY-6165:_chorismate_biosynthesis_II_(archaea),24.349,105.688,81.338,334.05,2/28
functions,PWY-922:_mevalonate_pathway_I_(eukaryotes_and_bacteria),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,27.288,108.626,81.338,298.07,12/28
functions,PWY-6349:_CDP-archaeol_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,35.239,116.559,81.32,230.76,18/28
functions,VALSYN-PWY:_L-valine_biosynthesis,LACTOSECAT-PWY:_lactose_and_galactose_degradation_I,30.674,111.949,81.276,264.97,6/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-5862:_superpathway_of_demethylmenaquinol-9_biosynthesis,17.344,98.612,81.268,468.56,2/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,GLUCARDEG-PWY:_D-glucarate_degradation_I,23.021,104.252,81.232,352.87,4/28
functions,PWY0-162:_superpathway_of_pyrimidine_ribonucleotides_de_novo_biosynthesis,VALSYN-PWY:_L-valine_biosynthesis,21.368,102.574,81.206,380.04,2/28
functions,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,48.626,129.769,81.142,166.87,18/28
functions,METHGLYUT-PWY:_superpathway_of_methylglyoxal_degradation,ORNDEG-PWY:_superpathway_of_ornithine_degradation,28.038,109.153,81.115,289.3,10/28
functions,PWY-5347:_superpathway_of_L-methionine_biosynthesis_(transsulfuration),P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,31.288,112.398,81.11,259.24,10/28
functions,PWY-6749:_CMP-legionaminate_biosynthesis_I,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",14.978,95.995,81.017,540.9,2/28
functions,PWY0-1337:_oleate_&beta;-oxidation,PWY-6167:_flavin_biosynthesis_II_(archaea),26.121,107.134,81.013,310.15,2/28
functions,PWY-7391:_isoprene_biosynthesis_II_(engineered),PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),24.008,105.007,80.999,337.38,2/28
functions,PWY-6749:_CMP-legionaminate_biosynthesis_I,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",14.978,95.972,80.994,540.74,2/28
functions,PWY-2941:_L-lysine_biosynthesis_II,HEME-BIOSYNTHESIS-II-1:_heme_b_biosynthesis_V_(aerobic),21.646,102.61,80.964,374.04,4/28
functions,"PWY-7115:_C4_photosynthetic_carbon_assimilation_cycle,_NAD-ME_type",ORNDEG-PWY:_superpathway_of_ornithine_degradation,28.271,109.22,80.949,286.33,10/28
functions,PWY-1042:_glycolysis_IV,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,19.292,100.203,80.911,419.41,2/28
functions,PWY-5209:_methyl-coenzyme_M_oxidation_to_CO2,REDCITCYC:_TCA_cycle_VI_(Helicobacter),24.293,105.199,80.906,333.04,6/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-6151:_S-adenosyl-L-methionine_salvage_I,33.937,114.839,80.902,238.39,2/28
functions,PWY-5154:_L-arginine_biosynthesis_III_(via_N-acetyl-L-citrulline),ORNDEG-PWY:_superpathway_of_ornithine_degradation,34.157,115.053,80.896,236.84,14/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,"PWY-6961:_L-ascorbate_degradation_II_(bacterial,_aerobic)",38.671,119.567,80.896,209.19,6/28
functions,"PWY-5531:_3,8-divinyl-chlorophyllide_a_biosynthesis_II_(anaerobic)",P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,27.361,108.254,80.894,295.66,2/28
functions,PWY-8112:_factor_420_biosynthesis_I_(archaea),REDCITCYC:_TCA_cycle_VI_(Helicobacter),26.92,107.79,80.87,300.41,6/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY0-1479:_tRNA_processing,17.344,98.198,80.853,466.17,2/28
functions,PWY-7286:_7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),28.925,109.771,80.846,279.5,8/28
functions,PWY-2941:_L-lysine_biosynthesis_II,MET-SAM-PWY:_superpathway_of_S-adenosyl-L-methionine_biosynthesis,22.492,103.337,80.844,359.43,4/28
functions,"PWY-7456:_&beta;-(1,4)-mannan_degradation",VALSYN-PWY:_L-valine_biosynthesis,20.886,101.709,80.823,386.98,4/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY0-1533:_methylphosphonate_degradation_I,17.344,98.167,80.823,465.99,2/28
functions,HISTSYN-PWY:_L-histidine_biosynthesis,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,39.843,120.664,80.821,202.85,12/28
functions,RHAMCAT-PWY:_L-rhamnose_degradation_I,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,28.515,109.276,80.76,283.22,4/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),47.109,127.845,80.736,171.38,22/28
functions,MET-SAM-PWY:_superpathway_of_S-adenosyl-L-methionine_biosynthesis,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,33.275,113.98,80.706,242.54,6/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,PWY-7204:_pyridoxal_5'-phosphate_salvage_II_(plants),23.613,104.317,80.705,341.78,4/28
functions,SALVADEHYPOX-PWY:_adenosine_nucleotides_degradation_II,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,23.323,104.02,80.697,346.0,2/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY-5723:_Rubisco_shunt,25.186,105.864,80.678,320.33,2/28
functions,PWY-7391:_isoprene_biosynthesis_II_(engineered),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,29.203,109.862,80.658,276.2,10/28
functions,PWY-6549:_L-glutamine_biosynthesis_III,PWY0-42:_2-methylcitrate_cycle_I,33.868,114.479,80.611,238.01,2/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-6353:_purine_nucleotides_degradation_II_(aerobic),33.937,114.543,80.607,237.52,2/28
functions,PWY-5136:_fatty_acid_&beta;-oxidation_II_(plant_peroxisome),PWY-6588:_pyruvate_fermentation_to_acetone,22.909,103.513,80.604,351.84,4/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY-7942:_5-oxo-L-proline_metabolism,25.186,105.785,80.599,320.01,2/28
functions,PWY-5861:_superpathway_of_demethylmenaquinol-8_biosynthesis_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,29.727,110.314,80.587,271.09,4/28
functions,PWY-2941:_L-lysine_biosynthesis_II,PWY-6588:_pyruvate_fermentation_to_acetone,22.492,103.079,80.587,358.28,4/28
functions,GALACTUROCAT-PWY:_D-galacturonate_degradation_I,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),20.719,101.301,80.581,388.92,4/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),ANAGLYCOLYSIS-PWY:_glycolysis_III_(from_glucose),17.344,97.885,80.541,464.37,2/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,AST-PWY:_L-arginine_degradation_II_(AST_pathway),26.67,107.208,80.539,301.98,2/28
functions,PWY-7328:_superpathway_of_UDP-glucose-derived_O-antigen_building_blocks_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,26.727,107.231,80.503,301.2,10/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-5855:_ubiquinol-7_biosynthesis_(early_decarboxylation),33.937,114.423,80.487,237.17,2/28
functions,PWY-5367:_petroselinate_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,31.432,111.869,80.437,255.91,12/28
functions,ARGININE-SYN4-PWY:_L-ornithine_biosynthesis_II,VALSYN-PWY:_L-valine_biosynthesis,20.842,101.269,80.427,385.89,2/28
functions,PWY-7446:_sulfoquinovose_degradation_I,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,18.221,98.609,80.388,441.18,2/28
functions,PWY-5088:_L-glutamate_degradation_VIII_(to_propanoate),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,26.501,106.889,80.388,303.34,14/28
functions,PWY-5347:_superpathway_of_L-methionine_biosynthesis_(transsulfuration),PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,27.608,107.98,80.371,291.11,6/28
functions,PWY0-1298:_superpathway_of_pyrimidine_deoxyribonucleosides_degradation,ORNDEG-PWY:_superpathway_of_ornithine_degradation,26.412,106.757,80.344,304.19,4/28
functions,PWY-5910:_superpathway_of_geranylgeranyldiphosphate_biosynthesis_I_(via_mevalonate),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,26.009,106.23,80.221,308.43,6/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-5104:_L-isoleucine_biosynthesis_IV,17.344,97.51,80.166,462.21,2/28
functions,HOMOSER-METSYN-PWY:_L-methionine_biosynthesis_I,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,34.328,114.482,80.154,233.49,8/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),KDO-NAGLIPASYN-PWY:_superpathway_of_(Kdo)2-lipid_A_biosynthesis,17.344,97.451,80.107,461.87,2/28
functions,PWY-5676:_acetyl-CoA_fermentation_to_butanoate_II,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,20.186,100.289,80.103,396.83,2/28
functions,ANAGLYCOLYSIS-PWY:_glycolysis_III_(from_glucose),PWY-6165:_chorismate_biosynthesis_II_(archaea),17.819,97.885,80.066,449.34,2/28
functions,LPSSYN-PWY:_superpathway_of_lipopolysaccharide_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,30.512,110.576,80.064,262.4,6/28
functions,PWY-7286:_7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis,PWY-5855:_ubiquinol-7_biosynthesis_(early_decarboxylation),27.978,108.024,80.046,286.11,4/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,POLYAMSYN-PWY:_superpathway_of_polyamine_biosynthesis_I,25.186,105.215,80.029,317.75,2/28
functions,COBALSYN-PWY:_superpathway_of_adenosylcobalamin_salvage_from_cobinamide_I,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),24.806,104.821,80.015,322.56,4/28
functions,P42-PWY:_incomplete_reductive_TCA_cycle,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",20.213,100.224,80.011,395.84,2/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),P221-PWY:_octane_oxidation,17.344,97.304,79.96,461.02,2/28
functions,PWY-6350:_archaetidylinositol_biosynthesis,PWY-5855:_ubiquinol-7_biosynthesis_(early_decarboxylation),28.853,108.811,79.958,277.12,4/28
functions,"PWY-7159:_3,8-divinyl-chlorophyllide_a_biosynthesis_III_(aerobic,_light_independent)",P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,27.564,107.488,79.924,289.95,2/28
functions,SULFATE-CYS-PWY:_superpathway_of_sulfate_assimilation_and_cysteine_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,24.898,104.816,79.918,320.99,4/28
functions,PWY-8190:_L-glutamate_degradation_XI_(reductive_Stickland_reaction),P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,38.116,118.022,79.906,209.64,18/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,P161-PWY:_acetylene_degradation_(anaerobic),26.544,106.441,79.897,301.0,4/28
functions,"PWY-7456:_&beta;-(1,4)-mannan_degradation",P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,20.886,100.765,79.879,382.45,4/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY-5899:_superpathway_of_menaquinol-13_biosynthesis,25.186,105.056,79.87,317.12,2/28
functions,HCAMHPDEG-PWY:_3-phenylpropanoate_and_3-(3-hydroxyphenyl)propanoate_degradation_to_2-hydroxypentadienoate,ORNDEG-PWY:_superpathway_of_ornithine_degradation,35.008,114.873,79.865,228.14,2/28
functions,ANAGLYCOLYSIS-PWY:_glycolysis_III_(from_glucose),PWY-6588:_pyruvate_fermentation_to_acetone,20.899,100.738,79.839,382.03,4/28
functions,PWY-7094:_fatty_acid_salvage,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,20.937,100.698,79.761,380.95,4/28
functions,HISTSYN-PWY:_L-histidine_biosynthesis,PWY-6160:_3-dehydroquinate_biosynthesis_II_(archaea),24.683,104.44,79.758,323.13,2/28
functions,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",34.041,113.787,79.746,234.26,8/28
functions,PWY-5695:_inosine_5'-phosphate_degradation,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,28.413,108.15,79.737,280.64,6/28
functions,PWY0-1479:_tRNA_processing,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,23.401,103.1,79.7,340.59,10/28
functions,RHAMCAT-PWY:_L-rhamnose_degradation_I,VALSYN-PWY:_L-valine_biosynthesis,20.914,100.603,79.689,381.04,4/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,HEME-BIOSYNTHESIS-II-1:_heme_b_biosynthesis_V_(aerobic),21.683,101.369,79.686,367.5,2/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),P161-PWY:_acetylene_degradation_(anaerobic),22.099,101.765,79.666,360.5,6/28
functions,PWY-6160:_3-dehydroquinate_biosynthesis_II_(archaea),P161-PWY:_acetylene_degradation_(anaerobic),22.099,101.765,79.666,360.5,6/28
functions,PWY-4041:_&gamma;-glutamyl_cycle,ORNDEG-PWY:_superpathway_of_ornithine_degradation,35.135,114.799,79.664,226.74,8/28
functions,PWY-7791:_UMP_biosynthesis_III,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,21.519,101.168,79.649,370.13,2/28
functions,PWY-6612:_superpathway_of_tetrahydrofolate_biosynthesis,PWY-2941:_L-lysine_biosynthesis_II,22.443,102.073,79.631,354.82,2/28
functions,PWY-5030:_L-histidine_degradation_III,VALSYN-PWY:_L-valine_biosynthesis,16.104,95.721,79.617,494.41,2/28
functions,PWY-5723:_Rubisco_shunt,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,41.794,121.398,79.605,190.47,12/28
