data_type,base_feature,contributing_feature,base_IG_1D_mean,total_IG_2D_mean,ig_difference_raw,ig_difference_pct,pair_ig_count
functions,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",PWY-5392:_reductive_TCA_cycle_II,52.802,101.603,48.802,92.42,6/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),OANTIGEN-PWY:_O-antigen_building_blocks_biosynthesis_(E._coli),57.7,106.501,48.801,84.58,6/28
functions,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),PWY-6168:_flavin_biosynthesis_III_(fungi),58.862,107.644,48.782,82.88,2/28
functions,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),PWY0-42:_2-methylcitrate_cycle_I,63.241,112.018,48.777,77.13,6/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,54.901,103.671,48.77,88.83,8/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,"PRPP-PWY:_superpathway_of_histidine,_purine,_and_pyrimidine_biosynthesis",54.576,103.343,48.767,89.36,10/28
functions,PWY-7204:_pyridoxal_5'-phosphate_salvage_II_(plants),PWY-6165:_chorismate_biosynthesis_II_(archaea),52.074,100.823,48.749,93.61,4/28
functions,PWY-7805:_(aminomethyl)phosphonate_degradation,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,49.535,98.281,48.747,98.41,2/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-6609:_adenine_and_adenosine_salvage_III,51.131,99.875,48.744,95.33,2/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,TCA:_TCA_cycle_I_(prokaryotic),63.875,112.618,48.743,76.31,16/28
functions,PWY-6285:_superpathway_of_fatty_acids_biosynthesis_(E._coli),ORNDEG-PWY:_superpathway_of_ornithine_degradation,61.284,110.015,48.731,79.52,6/28
functions,DARABCATK12-PWY:_D-arabinose_degradation_I,PWY-8190:_L-glutamate_degradation_XI_(reductive_Stickland_reaction),50.914,99.619,48.705,95.66,2/28
functions,PWY-5840:_superpathway_of_menaquinol-7_biosynthesis,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",48.037,96.739,48.702,101.39,2/28
functions,"PWY-6961:_L-ascorbate_degradation_II_(bacterial,_aerobic)",PWY-8113:_3PG-factor_420_biosynthesis,56.799,105.493,48.695,85.73,4/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,60.159,108.848,48.689,80.93,6/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-7357:_thiamine_phosphate_formation_from_pyrithiamine_and_oxythiamine_(yeast),57.778,106.463,48.685,84.26,6/28
functions,"PWY-6961:_L-ascorbate_degradation_II_(bacterial,_aerobic)",PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),60.36,109.04,48.68,80.65,6/28
functions,TCA:_TCA_cycle_I_(prokaryotic),PWY-6167:_flavin_biosynthesis_II_(archaea),54.36,103.016,48.656,89.51,6/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,VALSYN-PWY:_L-valine_biosynthesis,75.335,123.981,48.646,64.57,18/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-4041:_&gamma;-glutamyl_cycle,54.149,102.787,48.638,89.82,4/28
functions,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",HISTSYN-PWY:_L-histidine_biosynthesis,56.697,105.333,48.636,85.78,4/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),DENOVOPURINE2-PWY:_superpathway_of_purine_nucleotides_de_novo_biosynthesis_II,56.819,105.448,48.629,85.59,2/28
functions,PWY0-1533:_methylphosphonate_degradation_I,GLUCUROCAT-PWY:_superpathway_of_&beta;-D-glucuronosides_degradation,51.688,100.311,48.623,94.07,2/28
functions,PWY-6349:_CDP-archaeol_biosynthesis,PWY-8190:_L-glutamate_degradation_XI_(reductive_Stickland_reaction),49.915,98.536,48.621,97.41,4/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY0-1479:_tRNA_processing,54.521,103.1,48.579,89.1,10/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY-5896:_superpathway_of_menaquinol-10_biosynthesis,63.128,111.701,48.573,76.94,16/28
functions,PWY-6708:_ubiquinol-8_biosynthesis_(early_decarboxylation),"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",51.14,99.704,48.564,94.96,2/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-702:_L-methionine_biosynthesis_II,53.941,102.503,48.562,90.03,4/28
functions,AEROBACTINSYN-PWY:_aerobactin_biosynthesis,FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,49.457,98.004,48.547,98.16,2/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,67.994,116.533,48.538,71.39,16/28
functions,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,58.747,107.275,48.528,82.61,6/28
functions,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),PWY-8190:_L-glutamate_degradation_XI_(reductive_Stickland_reaction),65.842,114.363,48.521,73.69,14/28
functions,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,PWY-7242:_D-fructuronate_degradation,68.021,116.54,48.519,71.33,12/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY-821:_superpathway_of_sulfur_amino_acid_biosynthesis_(Saccharomyces_cerevisiae),62.836,111.352,48.516,77.21,12/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-5130:_2-oxobutanoate_degradation_I,52.323,100.83,48.507,92.71,2/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY0-461:_L-lysine_degradation_I,63.666,112.164,48.497,76.17,16/28
functions,PWY-7805:_(aminomethyl)phosphonate_degradation,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),51.3,99.795,48.495,94.53,2/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,P221-PWY:_octane_oxidation,56.387,104.865,48.478,85.97,8/28
functions,PWY-7254:_TCA_cycle_VII_(acetate-producers),HISTSYN-PWY:_L-histidine_biosynthesis,48.983,97.458,48.475,98.96,2/28
functions,UBISYN-PWY:_superpathway_of_ubiquinol-8_biosynthesis_(early_decarboxylation),"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",50.649,99.118,48.469,95.7,2/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-622:_starch_biosynthesis,62.704,111.148,48.445,77.26,8/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",72.487,120.913,48.426,66.81,14/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),P124-PWY:_Bifidobacterium_shunt,51.589,100.012,48.423,93.86,4/28
functions,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,57.488,105.889,48.4,84.19,8/28
functions,PWY-5850:_superpathway_of_menaquinol-6_biosynthesis,VALSYN-PWY:_L-valine_biosynthesis,52.285,100.67,48.385,92.54,2/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,ILEUSYN-PWY:_L-isoleucine_biosynthesis_I_(from_threonine),57.778,106.16,48.382,83.74,6/28
functions,PWY0-1533:_methylphosphonate_degradation_I,VALSYN-PWY:_L-valine_biosynthesis,51.013,99.364,48.351,94.78,2/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,RIBOSYN2-PWY:_flavin_biosynthesis_I_(bacteria_and_plants),53.941,102.28,48.339,89.62,4/28
functions,"PWY-6961:_L-ascorbate_degradation_II_(bacterial,_aerobic)",VALSYN-PWY:_L-valine_biosynthesis,61.157,109.479,48.322,79.01,8/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY0-41:_allantoin_degradation_IV_(anaerobic),57.778,106.098,48.319,83.63,6/28
functions,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),PWY-6167:_flavin_biosynthesis_II_(archaea),70.198,118.512,48.313,68.82,10/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,GLYCOGENSYNTH-PWY:_glycogen_biosynthesis_I_(from_ADP-D-Glucose),53.941,102.238,48.297,89.54,4/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),76.39,124.684,48.294,63.22,6/28
functions,TCA:_TCA_cycle_I_(prokaryotic),PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),52.093,100.382,48.289,92.7,2/28
functions,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,63.97,112.239,48.269,75.46,16/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-922:_mevalonate_pathway_I_(eukaryotes_and_bacteria),57.778,106.047,48.269,83.54,6/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-6160:_3-dehydroquinate_biosynthesis_II_(archaea),70.045,118.282,48.238,68.87,16/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PPGPPMET-PWY:_ppGpp_metabolism,57.778,105.987,48.209,83.44,6/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY-6285:_superpathway_of_fatty_acids_biosynthesis_(E._coli),64.468,112.662,48.194,74.76,10/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,P23-PWY:_reductive_TCA_cycle_I,53.123,101.257,48.135,90.61,4/28
functions,PWY-7204:_pyridoxal_5'-phosphate_salvage_II_(plants),VALSYN-PWY:_L-valine_biosynthesis,55.461,103.592,48.131,86.78,6/28
functions,PWY-6285:_superpathway_of_fatty_acids_biosynthesis_(E._coli),PWY-6167:_flavin_biosynthesis_II_(archaea),60.501,108.628,48.126,79.55,4/28
functions,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),PWY-5855:_ubiquinol-7_biosynthesis_(early_decarboxylation),58.862,106.951,48.09,81.7,2/28
functions,PWY-7807:_glyphosate_degradation_III,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),51.918,99.979,48.061,92.57,4/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,HCAMHPDEG-PWY:_3-phenylpropanoate_and_3-(3-hydroxyphenyl)propanoate_degradation_to_2-hydroxypentadienoate,56.094,104.125,48.03,85.62,4/28
functions,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",AEROBACTINSYN-PWY:_aerobactin_biosynthesis,56.298,104.315,48.017,85.29,10/28
functions,URDEGR-PWY:_superpathway_of_allantoin_degradation_in_plants,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",48.664,96.678,48.014,98.67,2/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,AST-PWY:_L-arginine_degradation_II_(AST_pathway),57.778,105.783,48.004,83.08,6/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-5840:_superpathway_of_menaquinol-7_biosynthesis,54.636,102.624,47.987,87.83,8/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-5690:_TCA_cycle_II_(plants_and_fungi),64.515,112.499,47.984,74.38,4/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY-5705:_allantoin_degradation_to_glyoxylate_III,64.072,112.051,47.978,74.88,10/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-5367:_petroselinate_biosynthesis,55.434,103.412,47.978,86.55,8/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-6572:_chondroitin_sulfate_degradation_I_(bacterial),52.323,100.29,47.967,91.67,2/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-7942:_5-oxo-L-proline_metabolism,57.778,105.741,47.963,83.01,6/28
functions,PWY0-42:_2-methylcitrate_cycle_I,P42-PWY:_incomplete_reductive_TCA_cycle,53.225,101.181,47.957,90.1,2/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY0-1298:_superpathway_of_pyrimidine_deoxyribonucleosides_degradation,55.021,102.934,47.912,87.08,4/28
functions,PWY-7204:_pyridoxal_5'-phosphate_salvage_II_(plants),PWY-7242:_D-fructuronate_degradation,53.927,101.838,47.911,88.85,4/28
functions,PWY-5850:_superpathway_of_menaquinol-6_biosynthesis,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,52.293,100.164,47.871,91.54,2/28
functions,PWY-5104:_L-isoleucine_biosynthesis_IV,PWY-2941:_L-lysine_biosynthesis_II,54.322,102.188,47.866,88.12,4/28
functions,PWY-5860:_superpathway_of_demethylmenaquinol-6_biosynthesis_I,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,52.421,100.286,47.865,91.31,2/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),PWY-7316:_dTDP-N-acetylviosamine_biosynthesis,57.99,105.811,47.821,82.46,2/28
functions,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",64.794,112.604,47.81,73.79,12/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,57.935,105.724,47.789,82.49,8/28
functions,FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,PWY-5855:_ubiquinol-7_biosynthesis_(early_decarboxylation),51.408,99.195,47.787,92.96,2/28
functions,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),63.069,110.842,47.773,75.75,8/28
functions,PWY-5656:_mannosylglycerate_biosynthesis_I,REDCITCYC:_TCA_cycle_VI_(Helicobacter),55.051,102.816,47.765,86.77,2/28
functions,PWY-5747:_2-methylcitrate_cycle_II,PWY-2941:_L-lysine_biosynthesis_II,55.724,103.476,47.752,85.7,8/28
functions,KETOGLUCONMET-PWY:_ketogluconate_metabolism,PWY-6167:_flavin_biosynthesis_II_(archaea),58.193,105.929,47.736,82.03,10/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-6549:_L-glutamine_biosynthesis_III,57.778,105.479,47.701,82.56,6/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),METHANOGENESIS-PWY:_methanogenesis_from_H2_and_CO2,55.629,103.325,47.696,85.74,6/28
functions,PWY-561:_superpathway_of_glyoxylate_cycle_and_fatty_acid_degradation,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,54.719,102.38,47.661,87.1,2/28
functions,PWY-6285:_superpathway_of_fatty_acids_biosynthesis_(E._coli),PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,60.179,107.812,47.633,79.15,6/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-7977:_L-methionine_biosynthesis_IV,57.778,105.407,47.629,82.43,6/28
functions,PWY-7805:_(aminomethyl)phosphonate_degradation,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",49.237,96.866,47.628,96.73,4/28
functions,TCA-GLYOX-BYPASS:_superpathway_of_glyoxylate_bypass_and_TCA,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",49.187,96.812,47.625,96.83,2/28
functions,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),ORNDEG-PWY:_superpathway_of_ornithine_degradation,66.712,114.328,47.616,71.38,16/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),67.345,114.931,47.586,70.66,14/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,HEME-BIOSYNTHESIS-II-1:_heme_b_biosynthesis_V_(aerobic),64.877,112.435,47.558,73.3,16/28
functions,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),54.968,102.523,47.556,86.52,4/28
functions,KETOGLUCONMET-PWY:_ketogluconate_metabolism,ORNDEG-PWY:_superpathway_of_ornithine_degradation,61.458,108.98,47.522,77.32,12/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,P108-PWY:_pyruvate_fermentation_to_propanoate_I,55.958,103.472,47.514,84.91,4/28
functions,PWY-5850:_superpathway_of_menaquinol-6_biosynthesis,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",52.285,99.788,47.503,90.85,2/28
functions,PWY-5860:_superpathway_of_demethylmenaquinol-6_biosynthesis_I,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",52.285,99.788,47.503,90.85,2/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,LIPASYN-PWY:_phospholipases,53.292,100.782,47.49,89.11,6/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,55.617,103.085,47.468,85.35,6/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,"PWY-7237:_myo-,_chiro-_and_scyllo-inositol_degradation",66.651,114.116,47.465,71.21,6/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,57.71,105.155,47.445,82.21,10/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),PWY-5392:_reductive_TCA_cycle_II,55.629,103.07,47.442,85.28,6/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),PWY-7942:_5-oxo-L-proline_metabolism,56.819,104.249,47.429,83.47,2/28
functions,PWY-5840:_superpathway_of_menaquinol-7_biosynthesis,PWY-6167:_flavin_biosynthesis_II_(archaea),48.037,95.461,47.425,98.73,2/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",64.332,111.752,47.42,73.71,10/28
functions,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),PWY-5392:_reductive_TCA_cycle_II,62.866,110.279,47.413,75.42,10/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,P122-PWY:_heterolactic_fermentation,56.359,103.753,47.394,84.09,4/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY3O-4107:_NAD_salvage_pathway_V_(PNC_V_cycle),60.361,107.75,47.389,78.51,6/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY-6284:_superpathway_of_unsaturated_fatty_acids_biosynthesis_(E._coli),61.77,109.139,47.369,76.69,8/28
functions,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),PWY-6167:_flavin_biosynthesis_II_(archaea),64.92,112.283,47.362,72.95,16/28
functions,AST-PWY:_L-arginine_degradation_II_(AST_pathway),POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,59.886,107.208,47.323,79.02,2/28
functions,PWY-5855:_ubiquinol-7_biosynthesis_(early_decarboxylation),PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,62.382,109.69,47.308,75.84,12/28
functions,PWY0-781:_aspartate_superpathway,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),58.476,105.777,47.301,80.89,6/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,MET-SAM-PWY:_superpathway_of_S-adenosyl-L-methionine_biosynthesis,62.359,109.649,47.29,75.84,12/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-5972:_stearate_biosynthesis_I_(animals),57.778,105.048,47.27,81.81,6/28
functions,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),REDCITCYC:_TCA_cycle_VI_(Helicobacter),64.241,111.508,47.267,73.58,8/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-6953:_dTDP-3-acetamido-&alpha;-D-fucose_biosynthesis,52.323,99.581,47.258,90.32,2/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY0-1297:_superpathway_of_purine_deoxyribonucleosides_degradation,64.972,112.227,47.255,72.73,12/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY66-388:_ceramide_degradation_by_&alpha;-oxidation,57.778,105.017,47.239,81.76,6/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY0-1533:_methylphosphonate_degradation_I,61.793,109.016,47.223,76.42,14/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-702:_L-methionine_biosynthesis_II,52.186,99.401,47.215,90.47,2/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-5675:_nitrate_reduction_V_(assimilatory),77.22,124.42,47.201,61.13,4/28
functions,PWY-7118:_chitin_deacetylation,GLUCUROCAT-PWY:_superpathway_of_&beta;-D-glucuronosides_degradation,57.877,105.072,47.195,81.54,2/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY0-42:_2-methylcitrate_cycle_I,74.329,121.523,47.195,63.49,10/28
functions,PWY-5850:_superpathway_of_menaquinol-6_biosynthesis,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),52.285,99.469,47.184,90.24,2/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),57.778,104.957,47.179,81.65,6/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-5347:_superpathway_of_L-methionine_biosynthesis_(transsulfuration),57.778,104.939,47.161,81.62,6/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),PWY-7238:_sucrose_biosynthesis_II,56.819,103.931,47.112,82.92,2/28
functions,PWY0-461:_L-lysine_degradation_I,PWY-6167:_flavin_biosynthesis_II_(archaea),55.919,103.016,47.097,84.22,6/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,LACTOSECAT-PWY:_lactose_and_galactose_degradation_I,79.367,126.44,47.072,59.31,8/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-6612:_superpathway_of_tetrahydrofolate_biosynthesis,76.093,123.138,47.045,61.83,8/28
functions,"PWY-6961:_L-ascorbate_degradation_II_(bacterial,_aerobic)",PWY-6350:_archaetidylinositol_biosynthesis,56.799,103.796,46.997,82.74,4/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-5367:_petroselinate_biosynthesis,66.049,113.041,46.991,71.15,8/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),PWY-7197:_pyrimidine_deoxyribonucleotide_phosphorylation,57.99,104.976,46.986,81.02,2/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY-2941:_L-lysine_biosynthesis_II,56.094,103.079,46.985,83.76,4/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY0-1479:_tRNA_processing,52.323,99.295,46.972,89.77,2/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),PWY-6349:_CDP-archaeol_biosynthesis,61.345,108.308,46.963,76.56,8/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,ILEUSYN-PWY:_L-isoleucine_biosynthesis_I_(from_threonine),54.632,101.594,46.961,85.96,4/28
functions,PWY-7118:_chitin_deacetylation,PWY-6350:_archaetidylinositol_biosynthesis,57.877,104.835,46.958,81.13,2/28
functions,PWY-6612:_superpathway_of_tetrahydrofolate_biosynthesis,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",52.229,99.175,46.946,89.88,4/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,"PWY-8086:_(S)-lactate_fermentation_to_propanoate,_acetate_and_hydrogen",53.941,100.859,46.919,86.98,4/28
functions,"PWY-6961:_L-ascorbate_degradation_II_(bacterial,_aerobic)","PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",55.414,102.331,46.917,84.67,4/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-6595:_superpathway_of_guanosine_nucleotides_degradation_(plants),66.651,113.547,46.897,70.36,6/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-6901:_superpathway_of_glucose_and_xylose_degradation,63.577,110.471,46.894,73.76,2/28
functions,PWY-7807:_glyphosate_degradation_III,VALSYN-PWY:_L-valine_biosynthesis,53.33,100.223,46.892,87.93,2/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,"PWY-7039:_phosphatidate_metabolism,_as_a_signaling_molecule",66.049,112.932,46.883,70.98,8/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),57.778,104.659,46.88,81.14,6/28
functions,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),PWY-6165:_chorismate_biosynthesis_II_(archaea),58.37,105.231,46.861,80.28,4/28
functions,UBISYN-PWY:_superpathway_of_ubiquinol-8_biosynthesis_(early_decarboxylation),GLUCUROCAT-PWY:_superpathway_of_&beta;-D-glucuronosides_degradation,53.551,100.394,46.843,87.47,2/28
functions,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),66.747,113.578,46.831,70.16,14/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,GLYOXYLATE-BYPASS:_glyoxylate_cycle,66.049,112.878,46.828,70.9,8/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-7688:_dTDP-&alpha;-D-ravidosamine_and_dTDP-4-acetyl-&alpha;-D-ravidosamine_biosynthesis,57.778,104.579,46.801,81.0,6/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-6292:_superpathway_of_L-cysteine_biosynthesis_(mammalian),52.323,99.083,46.76,89.37,2/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),"PWY-7385:_1,3-propanediol_biosynthesis_(engineered)",57.99,104.722,46.732,80.59,2/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),PWY-7323:_superpathway_of_GDP-mannose-derived_O-antigen_building_blocks_biosynthesis,55.629,102.354,46.725,83.99,6/28
functions,PWY3O-4107:_NAD_salvage_pathway_V_(PNC_V_cycle),HISTSYN-PWY:_L-histidine_biosynthesis,52.77,99.473,46.702,88.5,2/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-6350:_archaetidylinositol_biosynthesis,72.487,119.173,46.686,64.41,14/28
functions,KETOGLUCONMET-PWY:_ketogluconate_metabolism,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),60.139,106.795,46.656,77.58,2/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY0-1415:_superpathway_of_heme_b_biosynthesis_from_uroporphyrinogen-III,61.81,108.442,46.631,75.44,6/28
