feature1,feature2,pair_ig_mean,pair_ig_std,pair_ig_count,f1_ig_mean,f2_ig_mean,mean_individual_ig,ig_difference_raw,ig_difference_pct
PWY-5030:_L-histidine_degradation_III,METH-ACETATE-PWY:_methanogenesis_from_acetate,70.80873107910156,5.429279987197292,48,0.59088134765625,6.9765777587890625,3.7837295532226562,67.0250015258789,94.6564081920974
PWY0-845:_superpathway_of_pyridoxal_5'-phosphate_biosynthesis_and_salvage,SO4ASSIM-PWY:_assimilatory_sulfate_reduction_I,62.33203125,4.013511924062513,6,0.070556640625,7.6995849609375,3.88507080078125,58.44696044921875,93.76713589647177
PWY-6901:_superpathway_of_glucose_and_xylose_degradation,PWY-7807:_glyphosate_degradation_III,69.0400390625,0.0,3,2.981689453125,5.722412109375,4.35205078125,64.68798828125,93.696337892697
PWY-6507:_4-deoxy-L-threo-hex-4-enopyranuronate_degradation,HOMOSER-METSYN-PWY:_L-methionine_biosynthesis_I,72.63330078125,0.0,3,8.9873046875,0.191650390625,4.5894775390625,68.0438232421875,93.68130390647583
PYRIDOXSYN-PWY:_pyridoxal_5'-phosphate_biosynthesis_I,METH-ACETATE-PWY:_methanogenesis_from_acetate,72.52134874131944,9.867826665951302,27,2.207790798611111,6.974663628472222,4.591227213541667,67.93012152777777,93.66913702898938
P124-PWY:_Bifidobacterium_shunt,PWY-7858:_(5Z)-dodecenoate_biosynthesis_II,67.511962890625,0.0,3,5.94189453125,2.872802734375,4.4073486328125,63.1046142578125,93.47175160652228
SO4ASSIM-PWY:_assimilatory_sulfate_reduction_I,GALACT-GLUCUROCAT-PWY:_superpathway_of_hexuronide_and_hexuronate_degradation,57.952392578125,0.0,3,7.248046875,0.527099609375,3.8875732421875,54.0648193359375,93.29178128936316
ARGININE-SYN4-PWY:_L-ornithine_biosynthesis_II,METH-ACETATE-PWY:_methanogenesis_from_acetate,67.16796875,0.0,3,1.93505859375,7.123046875,4.529052734375,62.638916015625,93.25712416400116
PYRIDOXSYN-PWY:_pyridoxal_5'-phosphate_biosynthesis_I,PWY-5941:_glycogen_degradation_II,58.26318359375,0.0,3,0.36328125,8.968505859375,4.6658935546875,53.5972900390625,91.9916948115619
AST-PWY:_L-arginine_degradation_II_(AST_pathway),GALACT-GLUCUROCAT-PWY:_superpathway_of_hexuronide_and_hexuronate_degradation,70.76554361979167,1.5855751516260022,9,10.317626953125,1.0410970052083333,5.679361979166667,65.086181640625,91.97439645248726
PWY0-845:_superpathway_of_pyridoxal_5'-phosphate_biosynthesis_and_salvage,AST-PWY:_L-arginine_degradation_II_(AST_pathway),69.0128173828125,3.2243698979919637,24,0.3118896484375,10.83648681640625,5.574188232421875,63.438629150390625,91.9229667128325
GALACT-GLUCUROCAT-PWY:_superpathway_of_hexuronide_and_hexuronate_degradation,PWY-7807:_glyphosate_degradation_III,70.0947265625,0.0,3,0.999267578125,10.72607421875,5.8626708984375,64.2320556640625,91.63607422990651
COBALSYN-PWY:_superpathway_of_adenosylcobalamin_salvage_from_cobinamide_I,HISDEG-PWY:_L-histidine_degradation_I,58.856852213541664,4.3956076817820575,18,7.8984375,2.6134033203125,5.25592041015625,53.600931803385414,91.06999404064804
PWY-5897:_superpathway_of_menaquinol-11_biosynthesis,GALACT-GLUCUROCAT-PWY:_superpathway_of_hexuronide_and_hexuronate_degradation,60.1741943359375,1.0450321745368343,6,9.783447265625,1.07373046875,5.4285888671875,54.74560546875,90.97854333224464
PWY-7560:_methylerythritol_phosphate_pathway_II,PWY0-461:_L-lysine_degradation_I,70.430419921875,0.0,3,5.538818359375,7.192138671875,6.365478515625,64.06494140625,90.9620324247876
SO4ASSIM-PWY:_assimilatory_sulfate_reduction_I,NAGLIPASYN-PWY:_lipid_IVA_biosynthesis_(E._coli),66.71598307291667,4.606674271134545,9,7.141927083333333,5.251790364583333,6.196858723958333,60.519124348958336,90.711582984267
PWY0-845:_superpathway_of_pyridoxal_5'-phosphate_biosynthesis_and_salvage,PWY-7118:_chitin_deacetylation,77.353125,5.17680922655494,15,0.381591796875,14.02216796875,7.2018798828125,70.1512451171875,90.68960706783015
NAGLIPASYN-PWY:_lipid_IVA_biosynthesis_(E._coli),PWY-7118:_chitin_deacetylation,84.665283203125,2.140812894071436,12,5.26837158203125,10.76593017578125,8.01715087890625,76.64813232421875,90.53076943040293
AST-PWY:_L-arginine_degradation_II_(AST_pathway),NAGLIPASYN-PWY:_lipid_IVA_biosynthesis_(E._coli),73.07381184895833,5.7935713160736935,9,8.381022135416666,5.563069661458333,6.9720458984375,66.10176595052083,90.45889940318354
HISDEG-PWY:_L-histidine_degradation_I,METH-ACETATE-PWY:_methanogenesis_from_acetate,62.01171875,2.3524184047593177,9,4.3330078125,7.631673177083333,5.982340494791666,56.029378255208336,90.35288713910762
PWY0-845:_superpathway_of_pyridoxal_5'-phosphate_biosynthesis_and_salvage,HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent),64.936767578125,0.0,3,0.05810546875,13.385009765625,6.7215576171875,58.2152099609375,89.64907267812362
PWY-6270:_isoprene_biosynthesis_I,PWY0-1477:_ethanolamine_utilization,60.407958984375,0.0,3,11.39501953125,1.408203125,6.401611328125,54.00634765625,89.40270216747295
PWY-8073:_lipid_IVA_biosynthesis_(P._putida),PWY0-1241:_ADP-L-glycero-&beta;-D-manno-heptose_biosynthesis,54.68359375,0.0,3,1.203857421875,10.67041015625,5.9371337890625,48.7464599609375,89.1427512679477
PWY-5659:_GDP-mannose_biosynthesis,"PWY-724:_superpathway_of_L-lysine,_L-threonine_and_L-methionine_biosynthesis_II",66.508056640625,0.011767476821399404,6,1.247314453125,13.5068359375,7.3770751953125,59.1309814453125,88.90799766534394
GALACT-GLUCUROCAT-PWY:_superpathway_of_hexuronide_and_hexuronate_degradation,PWY-5899:_superpathway_of_menaquinol-13_biosynthesis,57.65966796875,0.0,3,0.999267578125,12.296875,6.6480712890625,51.0115966796875,88.47015336150466
PWY-6270:_isoprene_biosynthesis_I,COMPLETE-ARO-PWY:_superpathway_of_aromatic_amino_acid_biosynthesis,70.50341796875,0.0,3,11.39501953125,5.85595703125,8.62548828125,61.8779296875,87.76585798283827
PWY-5860:_superpathway_of_demethylmenaquinol-6_biosynthesis_I,PWY-8073:_lipid_IVA_biosynthesis_(P._putida),56.237548828125,2.379753422340628,9,12.051595052083334,2.3783365885416665,7.2149658203125,49.0225830078125,87.17055424594854
PWY-6270:_isoprene_biosynthesis_I,"PWY-5837:_2-carboxy-1,4-naphthoquinol_biosynthesis",59.28466796875,0.0,3,11.39501953125,3.8427734375,7.618896484375,51.665771484375,87.14862249310217
PWY-5897:_superpathway_of_menaquinol-11_biosynthesis,NAGLIPASYN-PWY:_lipid_IVA_biosynthesis_(E._coli),57.542724609375,0.0,3,8.810791015625,6.3388671875,7.5748291015625,49.9678955078125,86.83616538322832
PWY66-429:_fatty_acid_biosynthesis_initiation_(mitochondria),PWY-7220:_adenosine_deoxyribonucleotides_de_novo_biosynthesis_II,61.81103515625,0.0,3,7.210205078125,9.285888671875,8.248046875,53.56298828125,86.6560285648832
PWY-5897:_superpathway_of_menaquinol-11_biosynthesis,OANTIGEN-PWY:_O-antigen_building_blocks_biosynthesis_(E._coli),62.195103236607146,4.284049614895016,21,8.865966796875,8.128871372767858,8.497419084821429,53.697684151785715,86.33747892901644
PWY-5136:_fatty_acid_&beta;-oxidation_II_(plant_peroxisome),GALACT-GLUCUROCAT-PWY:_superpathway_of_hexuronide_and_hexuronate_degradation,81.56789822048611,7.099164192638991,27,22.439073350694443,0.8401421440972222,11.639607747395832,69.92829047309029,85.73016100533471
