data_type,base_feature,contributing_feature,base_IG_1D_mean,total_IG_2D_mean,ig_difference_raw,ig_difference_pct,pair_ig_count
taxa,Klebsiella_pneumoniae,Fusobacterium_nucleatum,5.784,423.796,418.011,7226.5,22/28
taxa,Ruminococcus_sp_JE7A12,Fusobacterium_nucleatum,7.53,425.53,417.999,5551.0,22/28
taxa,GGB3637_SGB4930,Fusobacterium_nucleatum,9.02,427.011,417.99,4633.85,22/28
taxa,Bacteroides_ovatus,Fusobacterium_nucleatum,2.593,420.463,417.87,16113.36,10/28
taxa,Negativibacillus_massiliensis,Fusobacterium_nucleatum,2.078,419.946,417.869,20112.69,2/28
taxa,Lacrimispora_amygdalina,Fusobacterium_nucleatum,3.062,420.896,417.834,13647.92,10/28
taxa,Bilophila_wadsworthia,Fusobacterium_nucleatum,12.968,430.801,417.833,3222.1,22/28
taxa,Lachnospira_SGB5076,Fusobacterium_nucleatum,17.014,434.814,417.8,2455.67,22/28
taxa,Bacilli_bacterium,Fusobacterium_nucleatum,2.569,420.344,417.775,16259.86,18/28
taxa,Enterococcus_faecium,Fusobacterium_nucleatum,4.43,421.986,417.556,9426.21,20/28
taxa,GGB9522_SGB14921,Fusobacterium_nucleatum,4.083,421.633,417.549,10225.47,20/28
taxa,Coriobacteriia_bacterium,Fusobacterium_nucleatum,3.091,420.582,417.491,13504.84,18/28
taxa,GGB9186_SGB14125,Fusobacterium_nucleatum,7.544,425.023,417.479,5534.07,20/28
taxa,Gemella_haemolysans,Fusobacterium_nucleatum,6.318,423.791,417.472,6607.48,22/28
taxa,Klebsiella_michiganensis,Fusobacterium_nucleatum,2.615,420.085,417.47,15964.77,22/28
taxa,Candidatus_Neochristensenella_gallicola,Fusobacterium_nucleatum,1.42,418.737,417.318,29396.75,20/28
taxa,Bacteroides_intestinalis,Fusobacterium_nucleatum,2.25,419.526,417.276,18545.6,10/28
taxa,Bacilli_unclassified_SGB6540,Fusobacterium_nucleatum,2.488,419.76,417.272,16772.49,22/28
taxa,GGB9705_SGB15225,Fusobacterium_nucleatum,0.254,417.511,417.257,164019.63,4/28
taxa,Phocaeicola_vulgatus,Fusobacterium_nucleatum,2.068,419.285,417.217,20178.14,12/28
taxa,Gemmiger_formicilis,Fusobacterium_nucleatum,1.449,418.643,417.193,28782.61,2/28
taxa,Blautia_sp_MSK_20_85,Fusobacterium_nucleatum,6.283,423.416,417.132,6638.62,22/28
taxa,GGB9593_SGB15015,Fusobacterium_nucleatum,3.622,420.751,417.128,11515.28,20/28
taxa,GGB9635_SGB15106,Fusobacterium_nucleatum,3.209,420.324,417.115,12997.59,8/28
taxa,GGB33432_SGB47280,Fusobacterium_nucleatum,20.336,437.406,417.07,2050.93,2/28
taxa,Clostridiales_Family_XIII_bacterium_WCA_MUC_591_APC_4B,Fusobacterium_nucleatum,44.08,461.135,417.056,946.14,2/28
taxa,Clostridia_unclassified_SGB6276,Fusobacterium_nucleatum,4.542,421.569,417.028,9182.45,22/28
taxa,Butyricicoccus_SGB14985,Fusobacterium_nucleatum,4.206,421.12,416.914,9913.34,20/28
taxa,Intestinibacter_SGB6139,Fusobacterium_nucleatum,9.23,426.134,416.904,4516.73,4/28
taxa,Rothia_dentocariosa,Fusobacterium_nucleatum,3.703,420.601,416.898,11258.74,12/28
taxa,Clostridia_unclassified_SGB4121,Fusobacterium_nucleatum,3.475,420.365,416.89,11998.19,16/28
taxa,GGB9633_SGB15090,Fusobacterium_nucleatum,5.165,421.968,416.803,8069.52,22/28
taxa,Evtepia_gabavorous,Fusobacterium_nucleatum,16.146,432.926,416.78,2581.38,22/28
taxa,Blautia_massiliensis,Fusobacterium_nucleatum,5.912,422.665,416.753,7049.06,22/28
taxa,GGB9640_SGB15115,Fusobacterium_nucleatum,5.399,422.138,416.739,7719.31,22/28
taxa,Eubacterium_ramulus,Fusobacterium_nucleatum,0.26,416.979,416.719,160541.85,10/28
taxa,GGB9627_SGB15081,Fusobacterium_nucleatum,2.297,418.979,416.681,18136.6,10/28
taxa,GGB9631_SGB15085,Fusobacterium_nucleatum,5.575,422.252,416.677,7474.19,22/28
taxa,Gemmiger_SGB15299,Fusobacterium_nucleatum,4.645,421.195,416.55,8967.2,20/28
taxa,Streptococcus_lutetiensis,Fusobacterium_nucleatum,4.834,421.319,416.486,8616.6,14/28
taxa,Paraprevotella_clara,Fusobacterium_nucleatum,9.14,425.588,416.448,4556.45,20/28
taxa,Blautia_faecis,Fusobacterium_nucleatum,15.399,431.775,416.376,2703.96,22/28
taxa,Peptococcaceae_bacterium,Fusobacterium_nucleatum,2.278,418.643,416.366,18280.99,2/28
taxa,Clostridium_leptum,Fusobacterium_nucleatum,7.437,423.785,416.348,5598.28,10/28
taxa,Lentisphaeria_bacterium,Fusobacterium_nucleatum,14.857,431.099,416.243,2801.66,24/28
taxa,Bacteroides_uniformis,Fusobacterium_nucleatum,11.044,427.207,416.164,3768.38,18/28
taxa,Clostridium_sp_AF32_12BH,Fusobacterium_nucleatum,6.896,423.041,416.145,6034.74,22/28
taxa,GGB9608_SGB15041,Fusobacterium_nucleatum,10.134,426.277,416.144,4106.6,22/28
taxa,GGB6649_SGB9391,Fusobacterium_nucleatum,11.805,427.775,415.97,3523.76,22/28
taxa,Lachnospiraceae_unclassified_SGB4882,Fusobacterium_nucleatum,12.272,428.22,415.947,3389.27,22/28
taxa,Bacilli_unclassified_SGB6422,Fusobacterium_nucleatum,7.191,422.938,415.747,5781.23,22/28
taxa,Prevotella_sp_885,Fusobacterium_nucleatum,6.647,422.386,415.74,6255.01,18/28
taxa,Blautia_SGB4815,Fusobacterium_nucleatum,10.068,425.805,415.738,4129.45,4/28
taxa,Faecalibacterium_SGB15346,Fusobacterium_nucleatum,10.447,426.172,415.724,3979.26,12/28
taxa,GGB9620_SGB15068,Fusobacterium_nucleatum,25.586,441.204,415.618,1624.39,2/28
taxa,GGB9342_SGB14306,Fusobacterium_nucleatum,5.359,420.947,415.588,7754.29,18/28
taxa,GGB9615_SGB15051,Fusobacterium_nucleatum,6.061,421.625,415.564,6856.8,14/28
taxa,Clostridium_sp_SN20,Fusobacterium_nucleatum,2.428,417.992,415.564,17112.19,2/28
taxa,Coprococcus_comes,Fusobacterium_nucleatum,2.077,417.63,415.554,20010.67,10/28
taxa,Enterocloster_citroniae,Fusobacterium_nucleatum,2.544,418.093,415.549,16336.4,6/28
taxa,Clostridium_SGB4751,Fusobacterium_nucleatum,1.161,416.576,415.415,35780.49,8/28
taxa,Clostridiales_bacterium,Fusobacterium_nucleatum,11.804,427.216,415.411,3519.16,22/28
taxa,Blautia_schinkii,Fusobacterium_nucleatum,5.738,421.106,415.368,7238.79,22/28
taxa,Lachnospiraceae_bacterium_OF09_6,Fusobacterium_nucleatum,6.636,421.854,415.218,6257.42,8/28
taxa,Christensenella_minuta,Fusobacterium_nucleatum,7.347,422.532,415.185,5651.28,22/28
taxa,Holdemania_massiliensis,Fusobacterium_nucleatum,4.041,419.225,415.184,10274.33,14/28
taxa,Prevotella_stercorea,Fusobacterium_nucleatum,5.55,420.702,415.152,7480.53,12/28
taxa,Monoglobus_pectinilyticus,Fusobacterium_nucleatum,45.431,460.568,415.137,913.78,2/28
taxa,Oxalobacter_formigenes,Fusobacterium_nucleatum,5.815,420.922,415.108,7138.91,22/28
taxa,Streptococcus_dysgalactiae,Fusobacterium_nucleatum,24.914,440.015,415.101,1666.17,2/28
taxa,Candidatus_Cibiobacter_qucibialis,Fusobacterium_nucleatum,3.983,418.967,414.985,10420.19,12/28
taxa,Ruminococcus_bicirculans,Fusobacterium_nucleatum,8.788,423.737,414.949,4721.61,22/28
taxa,Bacteroides_faecis,Fusobacterium_nucleatum,7.761,422.635,414.874,5345.76,22/28
taxa,Bacteroides_eggerthii,Fusobacterium_nucleatum,11.096,425.957,414.86,3738.7,20/28
taxa,Blautia_obeum,Fusobacterium_nucleatum,6.996,421.854,414.858,5930.34,6/28
taxa,Ruminococcaceae_unclassified_SGB15233,Fusobacterium_nucleatum,4.796,419.641,414.845,8650.31,20/28
taxa,Clostridium_sp_AF20_17LB,Fusobacterium_nucleatum,6.099,420.935,414.836,6801.99,20/28
taxa,Peptoniphilus_lacrimalis,Fusobacterium_nucleatum,27.247,442.0,414.753,1522.19,2/28
taxa,Lawsonibacter_sp_NSJ_51,Fusobacterium_nucleatum,12.673,427.425,414.751,3272.61,22/28
taxa,GGB2977_SGB3959,Fusobacterium_nucleatum,15.564,430.3,414.737,2664.77,22/28
taxa,Clostridia_bacterium_UC5_1_1D1,Fusobacterium_nucleatum,7.878,422.561,414.682,5263.58,16/28
taxa,Mogibacterium_diversum,Fusobacterium_nucleatum,14.998,429.673,414.676,2764.94,22/28
taxa,Bacteroides_finegoldii,Fusobacterium_nucleatum,1.952,416.536,414.585,21244.0,4/28
taxa,Megasphaera_elsdenii,Fusobacterium_nucleatum,7.385,421.86,414.475,5612.29,12/28
taxa,GGB3303_SGB4364,Fusobacterium_nucleatum,4.688,419.15,414.461,8840.46,2/28
taxa,GGB9059_SGB13976,Fusobacterium_nucleatum,12.617,427.049,414.432,3284.71,22/28
taxa,GGB9709_SGB15238,Fusobacterium_nucleatum,7.928,422.356,414.429,5227.71,20/28
taxa,Lactobacillus_vaginalis,Fusobacterium_nucleatum,13.317,427.743,414.426,3112.04,22/28
taxa,Lachnospira_sp_NSJ_43,Fusobacterium_nucleatum,19.668,434.058,414.391,2106.94,22/28
taxa,GGB3433_SGB4573,Fusobacterium_nucleatum,55.07,469.429,414.359,752.42,2/28
taxa,Ruminococcus_torques,Fusobacterium_nucleatum,14.704,429.025,414.321,2817.73,22/28
taxa,Kytococcus_sedentarius,Fusobacterium_nucleatum,23.225,437.412,414.187,1783.36,2/28
taxa,GGB9636_SGB15107,Fusobacterium_nucleatum,3.3,417.379,414.079,12548.28,18/28
taxa,Bifidobacterium_longum,Fusobacterium_nucleatum,9.003,423.08,414.076,4599.29,20/28
taxa,GGB9697_SGB15213,Fusobacterium_nucleatum,3.747,417.803,414.057,11051.43,18/28
taxa,GGB9595_SGB15019,Fusobacterium_nucleatum,7.272,421.205,413.932,5691.91,18/28
taxa,Bacteroides_clarus,Fusobacterium_nucleatum,9.788,423.703,413.915,4228.84,22/28
taxa,Oscillibacter_sp_PC13,Fusobacterium_nucleatum,23.021,436.92,413.899,1797.9,2/28
taxa,Anaerostipes_hadrus,Fusobacterium_nucleatum,14.074,427.886,413.812,2940.3,22/28
taxa,Prevotella_copri_clade_B,Fusobacterium_nucleatum,5.773,419.49,413.716,7166.35,20/28
taxa,Alistipes_inops,Fusobacterium_nucleatum,11.019,424.711,413.692,3754.5,18/28
taxa,Eubacterium_siraeum,Fusobacterium_nucleatum,6.565,420.255,413.689,6301.1,18/28
taxa,Coprobacter_fastidiosus,Fusobacterium_nucleatum,5.461,419.043,413.582,7573.13,20/28
taxa,GGB9568_SGB14980,Fusobacterium_nucleatum,7.467,421.02,413.553,5538.33,16/28
taxa,GGB9615_SGB15052,Fusobacterium_nucleatum,7.812,421.286,413.475,5292.94,22/28
taxa,Butyricimonas_faecalis,Fusobacterium_nucleatum,6.529,419.919,413.391,6331.92,18/28
taxa,GGB9347_SGB14313,Fusobacterium_nucleatum,1.958,415.33,413.372,21117.14,4/28
taxa,GGB9633_SGB15091,Fusobacterium_nucleatum,14.863,428.219,413.356,2781.08,22/28
taxa,Ruminococcaceae_unclassified_SGB15257,Fusobacterium_nucleatum,7.941,421.212,413.272,5204.36,22/28
taxa,Phocaeicola_dorei,Fusobacterium_nucleatum,4.775,417.849,413.074,8651.04,10/28
taxa,GGB3746_SGB5089,Fusobacterium_nucleatum,20.937,433.977,413.04,1972.73,22/28
taxa,Eggerthellaceae_unclassified_SGB14341,Fusobacterium_nucleatum,13.247,426.269,413.022,3117.81,22/28
taxa,GGB51441_SGB71759,Fusobacterium_nucleatum,9.185,422.142,412.957,4495.76,20/28
taxa,GGB4588_SGB6347,Fusobacterium_nucleatum,10.3,423.217,412.917,4008.96,22/28
taxa,Limosilactobacillus_fermentum,Fusobacterium_nucleatum,12.266,425.132,412.866,3365.81,22/28
taxa,GGB3278_SGB4328,Fusobacterium_nucleatum,9.033,421.883,412.85,4570.43,22/28
taxa,Butyricimonas_paravirosa,Fusobacterium_nucleatum,7.146,419.98,412.833,5777.05,20/28
taxa,Enterocloster_clostridioformis,Fusobacterium_nucleatum,13.0,425.8,412.8,3175.41,14/28
taxa,GGB3486_SGB4658,Fusobacterium_nucleatum,5.075,417.809,412.734,8132.64,18/28
taxa,Coprobacter_secundus,Fusobacterium_nucleatum,11.242,423.956,412.715,3671.25,22/28
taxa,Coprococcus_catus,Fusobacterium_nucleatum,13.323,426.034,412.71,3097.64,20/28
taxa,Bacilli_unclassified_SGB6478,Fusobacterium_nucleatum,12.097,424.736,412.639,3411.04,12/28
taxa,GGB9695_SGB15211,Fusobacterium_nucleatum,2.574,415.187,412.613,16028.65,2/28
taxa,Victivallis_vadensis,Fusobacterium_nucleatum,10.262,422.786,412.524,4020.08,22/28
taxa,Blautia_sp_AF19_10LB,Fusobacterium_nucleatum,10.838,423.326,412.488,3806.1,16/28
taxa,Blautia_wexlerae,Fusobacterium_nucleatum,10.806,423.257,412.451,3816.83,22/28
taxa,Veillonella_parvula,Fusobacterium_nucleatum,19.626,432.027,412.401,2101.28,24/28
taxa,Eisenbergiella_tayi,Fusobacterium_nucleatum,16.148,428.52,412.372,2553.78,22/28
taxa,Dysosmobacter_sp_NSJ_60,Fusobacterium_nucleatum,9.921,422.131,412.21,4155.0,22/28
taxa,Scardovia_wiggsiae,Fusobacterium_nucleatum,6.08,418.282,412.202,6779.96,20/28
taxa,Agathobaculum_butyriciproducens,Fusobacterium_nucleatum,10.998,423.194,412.196,3747.87,12/28
taxa,GGB9778_SGB15398,Fusobacterium_nucleatum,7.417,419.548,412.132,5556.79,22/28
taxa,GGB1266_SGB1699,Fusobacterium_nucleatum,13.543,425.637,412.094,3042.94,22/28
taxa,GGB3463_SGB4621,Fusobacterium_nucleatum,9.213,421.242,412.029,4472.23,20/28
taxa,Actinomyces_bouchesdurhonensis,Fusobacterium_nucleatum,9.312,421.299,411.987,4424.18,20/28
taxa,Fusicatenibacter_saccharivorans,Fusobacterium_nucleatum,14.922,426.844,411.922,2760.53,22/28
taxa,Butyricimonas_faecihominis,Fusobacterium_nucleatum,11.752,423.631,411.879,3504.69,22/28
taxa,Clostridium_sp_AF34_10BH,Fusobacterium_nucleatum,24.719,436.571,411.852,1666.15,22/28
taxa,GGB4584_SGB6338,Fusobacterium_nucleatum,9.048,420.885,411.837,4551.73,22/28
taxa,GGB4603_SGB6367,Fusobacterium_nucleatum,12.866,424.465,411.599,3199.03,22/28
taxa,GGB9712_SGB15244,Fusobacterium_nucleatum,6.423,417.906,411.484,6406.75,10/28
taxa,Clostridium_sp_AF27_2AA,Fusobacterium_nucleatum,12.796,424.253,411.457,3215.59,22/28
taxa,Clostridium_fessum,Fusobacterium_nucleatum,2.558,413.981,411.423,16081.58,4/28
taxa,Bacteroidaceae_bacterium,Fusobacterium_nucleatum,19.383,430.675,411.292,2121.88,22/28
taxa,GGB9642_SGB15119,Fusobacterium_nucleatum,24.581,435.82,411.239,1672.98,22/28
taxa,Phocaeicola_coprocola,Fusobacterium_nucleatum,11.191,422.42,411.229,3674.64,22/28
taxa,Clostridium_sp_AT4,Fusobacterium_nucleatum,25.295,436.45,411.154,1625.41,2/28
taxa,Opitutales_bacterium,Fusobacterium_nucleatum,17.473,428.554,411.081,2352.6,22/28
taxa,GGB1495_SGB2071,Fusobacterium_nucleatum,22.997,434.075,411.077,1787.49,20/28
taxa,Merdimonas_faecis,Fusobacterium_nucleatum,9.856,420.916,411.06,4170.73,22/28
taxa,Clostridium_sp_AM49_4BH,Fusobacterium_nucleatum,23.091,434.087,410.996,1779.9,24/28
taxa,Lachnospira_eligens,Fusobacterium_nucleatum,14.536,425.531,410.995,2827.46,22/28
taxa,Catabacter_hongkongensis,Fusobacterium_nucleatum,19.918,430.903,410.984,2063.33,22/28
taxa,Bifidobacterium_bifidum,Fusobacterium_nucleatum,7.004,417.974,410.969,5867.3,2/28
taxa,Olsenella_sp_GAM18,Fusobacterium_nucleatum,15.092,425.983,410.891,2722.6,22/28
taxa,Ruminococcaceae_unclassified_SGB4191,Fusobacterium_nucleatum,11.752,422.486,410.735,3495.13,16/28
taxa,Catenibacterium_sp_AM22_15,Fusobacterium_nucleatum,13.302,423.949,410.647,3087.13,16/28
taxa,Enterocloster_asparagiformis,Fusobacterium_nucleatum,4.892,415.127,410.235,8385.93,10/28
taxa,Isoptericola_variabilis,Fusobacterium_nucleatum,12.856,422.955,410.1,3190.01,22/28
taxa,Flavonifractor_plautii,Fusobacterium_nucleatum,2.507,412.512,410.005,16355.48,4/28
taxa,Lachnospiraceae_bacterium_BX3,Fusobacterium_nucleatum,19.071,429.009,409.938,2149.56,22/28
taxa,Eubacterium_sp_AM28_29,Fusobacterium_nucleatum,12.408,422.314,409.907,3303.66,22/28
taxa,Sutterella_wadsworthensis,Fusobacterium_nucleatum,24.442,434.329,409.886,1676.95,20/28
taxa,Dysosmobacter_welbionis,Fusobacterium_nucleatum,7.65,417.167,409.518,5353.41,10/28
taxa,Blautia_producta,Fusobacterium_nucleatum,14.868,424.243,409.375,2753.34,22/28
taxa,Lachnospira_pectinoschiza,Fusobacterium_nucleatum,10.835,420.156,409.321,3777.6,16/28
taxa,Eubacterium_rectale,Fusobacterium_nucleatum,14.465,423.768,409.303,2829.51,16/28
taxa,Oscillibacter_ruminantium,Fusobacterium_nucleatum,26.54,435.706,409.166,1541.72,2/28
taxa,Klebsiella_oxytoca,Fusobacterium_nucleatum,5.697,414.813,409.116,7181.22,4/28
taxa,Clostridium_innocuum,Fusobacterium_nucleatum,21.937,430.91,408.974,1864.35,2/28
taxa,GGB9634_SGB15095,Fusobacterium_nucleatum,12.104,420.749,408.645,3376.04,22/28
taxa,Megasphaera_sp_BL7,Fusobacterium_nucleatum,9.567,417.961,408.394,4268.7,14/28
taxa,Desulfovibrionaceae_bacterium,Fusobacterium_nucleatum,28.777,437.114,408.337,1418.97,20/28
taxa,Bacteroides_caccae,Fusobacterium_nucleatum,10.73,419.066,408.335,3805.4,16/28
taxa,Butyricimonas_virosa,Fusobacterium_nucleatum,25.785,433.947,408.161,1582.92,22/28
taxa,Senegalimassilia_anaerobia,Fusobacterium_nucleatum,24.554,432.704,408.151,1662.29,22/28
taxa,Allisonella_histaminiformans,Fusobacterium_nucleatum,30.835,438.962,408.127,1323.6,22/28
taxa,Roseburia_hominis,Fusobacterium_nucleatum,39.324,447.204,407.88,1037.23,26/28
taxa,Holdemanella_biformis,Fusobacterium_nucleatum,17.626,425.505,407.879,2314.01,22/28
taxa,Faecalibacterium_prausnitzii,Fusobacterium_nucleatum,19.903,427.471,407.567,2047.75,22/28
taxa,Ligilactobacillus_salivarius,Fusobacterium_nucleatum,27.621,435.18,407.559,1475.52,22/28
taxa,GGB4596_SGB6358,Fusobacterium_nucleatum,23.794,431.339,407.545,1712.77,22/28
taxa,Lactobacillus_mucosae,Fusobacterium_nucleatum,8.994,416.096,407.102,4526.42,4/28
taxa,Collinsella_aerofaciens,Fusobacterium_nucleatum,17.801,424.825,407.024,2286.49,22/28
taxa,Parasutterella_excrementihominis,Fusobacterium_nucleatum,15.473,422.481,407.008,2630.43,22/28
taxa,Roseburia_faecis,Fusobacterium_nucleatum,25.568,432.559,406.991,1591.8,22/28
taxa,Lactobacillus_crispatus,Fusobacterium_nucleatum,24.001,430.96,406.959,1695.58,22/28
taxa,Bacteroides_nordii,Fusobacterium_nucleatum,16.743,423.671,406.927,2430.36,12/28
taxa,Intestinimonas_gabonensis,Fusobacterium_nucleatum,25.264,432.019,406.755,1610.03,22/28
taxa,Ruminococcaceae_bacterium_D5,Fusobacterium_nucleatum,0.203,406.372,406.17,200442.29,2/28
taxa,Tyzzerella_nexilis,Fusobacterium_nucleatum,5.944,412.112,406.167,6833.13,2/28
taxa,Clostridia_unclassified_SGB4367,Fusobacterium_nucleatum,32.154,438.229,406.076,1262.91,24/28
taxa,Bacteroides_salyersiae,Fusobacterium_nucleatum,16.742,422.446,405.704,2423.28,22/28
taxa,Slackia_isoflavoniconvertens,Fusobacterium_nucleatum,28.1,433.663,405.563,1443.28,24/28
taxa,Clostridium_sp_AF34_13,Fusobacterium_nucleatum,38.898,444.093,405.195,1041.7,26/28
taxa,GGB781_SGB1024,Fusobacterium_nucleatum,12.706,417.495,404.789,3185.73,2/28
taxa,Clostridia_unclassified_SGB14844,Fusobacterium_nucleatum,0.0,404.757,404.757,82894200.0,2/28
taxa,Phascolarctobacterium_succinatutens,Fusobacterium_nucleatum,31.079,435.799,404.72,1302.23,24/28
taxa,GGB1380_SGB1883,Fusobacterium_nucleatum,10.237,414.472,404.235,3948.93,2/28
taxa,Methanobrevibacter_smithii,Fusobacterium_nucleatum,28.373,432.582,404.209,1424.63,22/28
taxa,Enterococcus_faecalis,Fusobacterium_nucleatum,26.913,430.886,403.973,1501.03,22/28
taxa,Collinsella_bouchesdurhonensis,Fusobacterium_nucleatum,13.781,417.679,403.898,2930.88,2/28
taxa,Schaalia_turicensis,Fusobacterium_nucleatum,41.239,445.029,403.79,979.15,2/28
taxa,Desulfovibrio_piger,Fusobacterium_nucleatum,30.006,433.696,403.69,1345.37,22/28
taxa,Clostridiaceae_bacterium,Fusobacterium_nucleatum,26.131,429.287,403.156,1542.84,22/28
taxa,Bifidobacterium_dentium,Fusobacterium_nucleatum,27.413,430.489,403.076,1470.36,22/28
taxa,Lactobacillus_gasseri,Fusobacterium_nucleatum,34.393,436.923,402.53,1170.38,22/28
taxa,Bacteroidales_unclassified_SGB2076,Fusobacterium_nucleatum,15.847,417.168,401.321,2532.49,2/28
taxa,GGB3293_SGB4348,Fusobacterium_nucleatum,25.449,426.609,401.159,1576.31,22/28
taxa,GGB9632_SGB15089,Fusobacterium_nucleatum,0.112,401.064,400.951,357021.09,2/28
taxa,GGB9619_SGB15067,Fusobacterium_nucleatum,35.774,436.635,400.861,1120.53,2/28
taxa,Lachnospiraceae_bacterium,Fusobacterium_nucleatum,26.9,427.268,400.368,1488.33,22/28
taxa,Streptococcus_infantis,Parvimonas_micra,0.11,400.393,400.282,363135.38,8/28
taxa,Adlercreutzia_equolifaciens,Fusobacterium_nucleatum,36.521,436.701,400.18,1095.76,22/28
taxa,Phocaeicola_plebeius,Fusobacterium_nucleatum,32.061,432.005,399.944,1247.44,24/28
taxa,Porphyromonas_SGB1977,Fusobacterium_nucleatum,46.141,445.532,399.391,865.58,2/28
taxa,GGB38171_SGB72433,Fusobacterium_nucleatum,44.006,443.303,399.297,907.37,26/28
taxa,Morganella_morganii,Fusobacterium_nucleatum,38.136,437.069,398.933,1046.08,26/28
taxa,Fusobacterium_mortiferum,Fusobacterium_nucleatum,21.854,420.631,398.777,1824.74,20/28
taxa,GGB3118_SGB4130,Fusobacterium_nucleatum,7.473,404.789,397.316,5316.76,2/28
taxa,Fusobacterium_varium,Fusobacterium_nucleatum,23.106,420.119,397.013,1718.25,18/28
taxa,Streptococcus_constellatus,Fusobacterium_nucleatum,38.34,435.062,396.722,1034.76,2/28
taxa,Peptoniphilus_harei,Fusobacterium_nucleatum,58.689,455.014,396.325,675.3,2/28
taxa,Finegoldia_magna,Fusobacterium_nucleatum,79.352,475.627,396.275,499.39,2/28
taxa,Limosilactobacillus_oris,Fusobacterium_nucleatum,15.488,411.21,395.723,2555.1,2/28
taxa,Clostridium_perfringens,Fusobacterium_nucleatum,25.258,420.414,395.156,1564.48,8/28
taxa,GGB3478_SGB4643,Fusobacterium_nucleatum,18.12,412.652,394.531,2177.28,2/28
taxa,Intestinibacter_bartlettii,Fusobacterium_nucleatum,7.943,401.673,393.731,4957.19,2/28
taxa,Bacteroides_fragilis,Fusobacterium_nucleatum,35.007,428.713,393.706,1124.65,22/28
taxa,Clostridium_symbiosum,Fusobacterium_nucleatum,31.14,424.832,393.692,1264.25,22/28
taxa,Aggregatibacter_segnis,Fusobacterium_nucleatum,39.836,433.516,393.68,988.26,2/28
taxa,Streptococcus_gallolyticus,Fusobacterium_nucleatum,44.286,437.937,393.651,888.88,22/28
taxa,Porphyromonas_somerae,Fusobacterium_nucleatum,58.673,452.132,393.459,670.6,2/28
taxa,Hungatella_hathewayi,Fusobacterium_nucleatum,35.136,428.197,393.061,1118.68,22/28
taxa,GGB58158_SGB79798,Fusobacterium_nucleatum,48.618,440.789,392.17,806.63,2/28
taxa,Roseburia_intestinalis,Fusobacterium_nucleatum,56.932,448.943,392.011,688.56,26/28
taxa,GGB4569_SGB6310,Fusobacterium_nucleatum,10.46,402.125,391.664,3744.24,2/28
taxa,Fusobacterium_naviforme,Fusobacterium_nucleatum,36.58,428.102,391.521,1070.3,22/28
taxa,Anaerotignum_faecicola,Fusobacterium_nucleatum,40.861,432.256,391.394,957.86,22/28
taxa,Porphyromonas_uenonis,Fusobacterium_nucleatum,45.786,436.683,390.897,853.75,2/28
taxa,Streptococcus_oralis,Fusobacterium_nucleatum,34.58,424.997,390.417,1129.02,22/28
taxa,Peptostreptococcus_SGB749,Fusobacterium_nucleatum,39.107,429.287,390.18,997.72,24/28
taxa,Erysipelatoclostridium_ramosum,Fusobacterium_nucleatum,18.469,404.674,386.204,2091.04,4/28
taxa,Escherichia_coli,Fusobacterium_nucleatum,56.642,440.299,383.657,677.34,24/28
taxa,Mogibacterium_timidum,Fusobacterium_nucleatum,42.068,421.57,379.501,902.1,22/28
taxa,Streptococcus_sp_263_SSPC,Parvimonas_micra,5.457,384.0,378.543,6936.37,6/28
taxa,Streptococcus_infantis,Peptostreptococcus_stomatis,0.121,377.867,377.746,312891.51,4/28
taxa,Streptococcus_sp_263_SSPC,Peptostreptococcus_stomatis,6.708,384.173,377.465,5627.08,4/28
taxa,Streptococcus_mitis,Parvimonas_micra,5.643,382.674,377.031,6681.03,6/28
taxa,Streptococcus_salivarius,Parvimonas_micra,4.987,381.281,376.293,7544.9,6/28
taxa,Streptococcus_mitis,Peptostreptococcus_stomatis,6.046,382.259,376.212,6222.1,4/28
taxa,Mogibacterium_diversum,Parvimonas_micra,15.976,391.605,375.63,2351.25,6/28
taxa,Streptococcus_sanguinis,Parvimonas_micra,0.282,375.44,375.159,133235.58,6/28
taxa,Streptococcus_sp_A12,Parvimonas_micra,6.133,378.586,372.453,6073.2,6/28
taxa,Candidatus_Saccharibacteria_unclassified_SGB19850,Parvimonas_micra,3.366,375.748,372.382,11062.07,6/28
taxa,Ruminococcaceae_bacterium,Parvimonas_micra,1.867,374.032,372.165,19933.6,6/28
taxa,Streptococcus_salivarius,Peptostreptococcus_stomatis,1.503,373.482,371.979,24746.21,2/28
taxa,Collinsella_aerofaciens,Parvimonas_micra,9.15,380.896,371.747,4062.96,4/28
taxa,Porphyromonas_asaccharolytica,Fusobacterium_nucleatum,66.405,438.077,371.673,559.71,24/28
taxa,Alistipes_putredinis,Peptostreptococcus_stomatis,4.041,375.096,371.055,9183.06,4/28
taxa,Collinsella_aerofaciens,Peptostreptococcus_stomatis,9.15,379.807,370.657,4051.05,4/28
taxa,Abiotrophia_sp_HMSC24B09,Peptostreptococcus_stomatis,0.559,371.145,370.586,66328.16,4/28
taxa,Oscillibacter_sp_ER4,Parvimonas_micra,0.011,369.926,369.915,3367044.44,2/28
taxa,Candidatus_Cibiobacter_qucibialis,Parvimonas_micra,4.068,373.785,369.717,9087.61,2/28
taxa,Lacrimispora_celerecrescens,Parvimonas_micra,0.607,370.241,369.634,60901.85,2/28
taxa,Peptococcaceae_bacterium,Parvimonas_micra,0.881,370.096,369.215,41903.74,2/28
