fold,test_cohort,run,base,contributing,base_IG_1D,contributing_IG_1D,IG_2D_added,total_IG
0,Public_study__FengQ_2015,0,Peptostreptococcus_SGB749,Parvimonas_micra,39.7265625,348.864501953125,322.86962890625,362.59619140625
0,Public_study__FengQ_2015,0,Intestinimonas_massiliensis,Parvimonas_micra,0.31005859375,348.864501953125,357.039794921875,357.349853515625
0,Public_study__FengQ_2015,0,Streptococcus_sp_263_SSPC,Parvimonas_micra,2.9560546875,348.864501953125,379.53955078125,382.49560546875
0,Public_study__FengQ_2015,0,Parvimonas_micra,Streptococcus_sp_263_SSPC,348.864501953125,2.9560546875,33.631103515625,382.49560546875
0,Public_study__FengQ_2015,0,Lactobacillus_crispatus,Parvimonas_micra,24.26220703125,348.864501953125,342.54052734375,366.802734375
0,Public_study__FengQ_2015,0,Bacilli_bacterium,Parvimonas_micra,2.96728515625,348.864501953125,365.651123046875,368.618408203125
0,Public_study__FengQ_2015,0,Enterococcus_faecium,Parvimonas_micra,2.46875,348.864501953125,359.49658203125,361.96533203125
0,Public_study__FengQ_2015,0,Firmicutes_bacterium_AF16_15,Parvimonas_micra,8.031494140625,348.864501953125,347.72705078125,355.758544921875
0,Public_study__FengQ_2015,0,Bifidobacterium_breve,Parvimonas_micra,0.452880859375,348.864501953125,357.64501953125,358.097900390625
0,Public_study__FengQ_2015,0,Clostridium_sp_AM49_4BH,Parvimonas_micra,14.62060546875,348.864501953125,366.537353515625,381.157958984375
0,Public_study__FengQ_2015,0,Parvimonas_micra,Clostridium_sp_AM49_4BH,348.864501953125,14.62060546875,32.29345703125,381.157958984375
0,Public_study__FengQ_2015,0,Coprococcus_eutactus,Parvimonas_micra,0.3271484375,348.864501953125,359.481201171875,359.808349609375
0,Public_study__FengQ_2015,0,Slackia_isoflavoniconvertens,Parvimonas_micra,35.26220703125,348.864501953125,335.95654296875,371.21875
0,Public_study__FengQ_2015,0,Parvimonas_micra,Slackia_isoflavoniconvertens,348.864501953125,35.26220703125,22.354248046875,371.21875
0,Public_study__FengQ_2015,0,Rothia_mucilaginosa,Parvimonas_micra,0.61083984375,348.864501953125,357.5029296875,358.11376953125
0,Public_study__FengQ_2015,0,GGB3486_SGB4658,Parvimonas_micra,3.827880859375,348.864501953125,352.546875,356.374755859375
0,Public_study__FengQ_2015,0,Ruminococcus_torques,Parvimonas_micra,22.6806640625,348.864501953125,337.896240234375,360.576904296875
0,Public_study__FengQ_2015,0,Ruminococcus_lactaris,Parvimonas_micra,11.08251953125,348.864501953125,345.75439453125,356.8369140625
0,Public_study__FengQ_2015,0,Tyzzerella_nexilis,Parvimonas_micra,9.117919921875,348.864501953125,350.68994140625,359.807861328125
0,Public_study__FengQ_2015,0,Ruminococcus_gnavus,Parvimonas_micra,0.1015625,348.864501953125,355.50146484375,355.60302734375
0,Public_study__FengQ_2015,0,Coriobacteriia_bacterium,Parvimonas_micra,3.515380859375,348.864501953125,360.65869140625,364.174072265625
0,Public_study__FengQ_2015,0,GGB2977_SGB3959,Parvimonas_micra,13.966796875,348.864501953125,343.136474609375,357.103271484375
0,Public_study__FengQ_2015,0,Erysipelatoclostridium_ramosum,Parvimonas_micra,24.421875,348.864501953125,338.89111328125,363.31298828125
0,Public_study__FengQ_2015,0,Veillonella_rogosae,Parvimonas_micra,0.042724609375,348.864501953125,358.98779296875,359.030517578125
0,Public_study__FengQ_2015,0,Christensenellaceae_bacterium,Parvimonas_micra,4.518798828125,348.864501953125,351.764404296875,356.283203125
0,Public_study__FengQ_2015,0,Veillonella_atypica,Parvimonas_micra,1.027587890625,348.864501953125,356.64697265625,357.674560546875
0,Public_study__FengQ_2015,0,GGB9186_SGB14125,Parvimonas_micra,0.06884765625,348.864501953125,354.563720703125,354.632568359375
0,Public_study__FengQ_2015,0,GGB4700_SGB6506,Parvimonas_micra,4.79443359375,348.864501953125,353.79150390625,358.5859375
0,Public_study__FengQ_2015,0,Granulicatella_adiacens,Parvimonas_micra,91.512451171875,348.864501953125,281.876708984375,373.38916015625
0,Public_study__FengQ_2015,0,Parvimonas_micra,Granulicatella_adiacens,348.864501953125,91.512451171875,24.524658203125,373.38916015625
0,Public_study__FengQ_2015,0,Streptococcus_sanguinis,Parvimonas_micra,0.4736328125,348.864501953125,370.41064453125,370.88427734375
0,Public_study__FengQ_2015,0,Parvimonas_micra,Streptococcus_sanguinis,348.864501953125,0.4736328125,22.019775390625,370.88427734375
